STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER,GR_NORM,VSH_GR,VSH,RHOB_SR,NPHI_SR,PHIE_DEN,PHIT_DEN,PHIE,PHIT,RHO_MAT,DNS,DNSV
ABAB,ABB-036,1374.3432,,-62.5959,51.408,1.471,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1374.4956,,-62.5382,51.408,1.458,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1374.648,,-62.4816,51.408,1.444,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1374.8004,,-62.4749,51.408,1.431,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1374.9528,,-62.4692,51.408,1.418,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1375.1052,,-62.4636,51.408,1.449,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1375.2576,,-62.4579,51.408,1.48,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1375.41,,-62.4522,51.408,1.511,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1375.5624,,-62.5336,51.408,1.542,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1375.7148,,-62.6149,51.408,1.574,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1375.8672,,-62.6962,51.408,1.587,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1376.0196,,-62.7775,51.408,1.601,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1376.172,,-62.9679,51.408,1.614,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1376.3244,,-63.1582,51.408,1.628,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1376.4768,,-63.3485,51.408,1.641,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1376.6292,,-63.5399,51.408,1.655,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1376.7816,,-63.7302,51.408,1.648,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1376.934,,-64.0205,51.408,1.641,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1377.0864,,-64.3119,51.408,1.635,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1377.2388,,-64.6032,51.408,1.628,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1377.3912,,-64.8945,51.408,1.621,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1377.5436,,-65.1339,51.408,1.614,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1377.696,,-65.3732,51.408,1.607,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1377.8484,,-65.6125,51.408,1.603,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1378.0008,,-65.8518,51.408,1.598,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1378.1532,,-65.8512,51.408,1.594,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1378.3056,,-65.8495,51.408,1.589,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1378.458,,-65.8488,51.408,1.585,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1378.6104,,-65.8482,51.408,1.58,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1378.7628,,-65.6195,51.408,1.578,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1378.9152,,-65.3908,51.408,1.576,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1379.0676,,-65.1622,51.408,1.574,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1379.22,,-64.9335,51.408,1.572,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1379.3724,,-64.4518,51.408,1.57,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1379.5248,,-63.9712,51.408,1.534,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1379.6772,,-63.4905,51.408,1.498,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1379.8296,,-63.0088,51.408,1.463,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1379.982,,-62.6941,51.408,1.427,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1380.1344,,-62.3795,51.408,1.391,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1380.2868,,-62.0648,51.408,1.284,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1380.4392,,-62.6911,51.408,1.177,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1380.5916,,-63.3175,51.408,1.071,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1380.744,,-63.9448,51.408,0.964,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1380.8964,,-65.3001,51.408,0.892,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1381.0488,,-66.6555,51.408,0.82,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1381.2012,,-68.0118,51.408,0.748,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1381.3536,,-68.1021,51.408,0.677,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1381.506,,-68.1925,51.408,0.668,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1381.6584,,-67.1828,51.408,0.659,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1381.8108,,-66.1731,51.408,0.65,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1381.9632,,-65.1634,51.408,0.641,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1382.1156,,-64.6588,51.408,0.645,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1382.268,,-64.1551,51.408,0.648,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1382.4204,,-63.6504,51.408,0.651,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1382.5728,,-63.8208,51.408,0.655,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1382.7252,,-63.9911,51.408,0.659,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1382.8776,,-64.1624,51.408,0.662,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1383.03,,-64.3328,51.408,0.671,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1383.1824,,-64.5611,51.408,0.679,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1383.3348,,-64.7894,51.408,0.688,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1383.4872,,-65.0188,51.408,0.697,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1383.6396,,-65.2471,51.408,0.706,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1383.792,,-65.4764,51.408,0.714,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1383.9444,,-65.3687,51.408,0.737,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1384.0968,,-65.2611,51.408,0.76,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1384.2492,,-65.1544,51.408,0.783,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1384.4016,,-65.0467,51.408,0.806,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1384.554,,-64.8691,51.408,0.862,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1384.7064,,-64.6904,51.408,0.919,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1384.8588,,-64.5117,51.408,0.975,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1385.0112,,-64.3341,51.408,1.032,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1385.1636,,-64.1554,51.408,1.099,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1385.316,,-63.8497,51.408,1.166,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1385.4684,,-63.5431,51.408,1.233,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1385.6208,,-63.2374,51.408,1.253,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1385.7732,,-63.3967,51.408,1.273,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1385.9256,,-63.557,51.408,1.293,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
ABAB,ABB-036,1386.078,,-63.7174,51.408,1.313,0.3126,2.221,GUF,91.49787234042552,0.2378666666666666,0.2378666666666666,2.149527641707488,0.3009272218334499,0.2424675532288219,0.2647675532288219,0.22864,0.25094,2.685878437400939,-0.02663508771929829,0.03964764132553583
