STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER,GR_NORM,VSH_GR,VSH,RHOB_SR,NPHI_SR,PHIE_DEN,PHIT_DEN,PHIE,PHIT,RHO_MAT,IQUAL,RGBE,R_RGBE,RPBE,R_RPBE,SWARRAY_1,SWARRAY_2,SWARRAY_3,SWARRAY_4,SWARRAY_5,SWARRAY_6,SWARRAY_7,SWARRAY_8,SWARRAY_9,SWARRAY_10,SWARRAY_11,SWARRAY_12,SWARRAY_13,SWARRAY_14,SWARRAY_15,SWARRAY_16,SWARRAY_17,SWARRAY_18,SWARRAY_19,SWARRAY_20,SWARRAY_21,SWARRAY_22,SWARRAY_23,SWARRAY_24,SWARRAY_25,SWGRAD,CT,FTEMP
ABAB,ABB-041,1466.088,8.177,-102.476,42.985,30.245,0.1624,2.444,BTL,,0.1442777777777777,0.1442777777777777,2.4429883788872298,0.1307699798740505,0.1247046619054893,0.1382307035721559,0.1247046619054893,0.1382307035721559,2.689148509219414,1,,,,,1.0,1.0,1.0,0.9934389906320001,0.8835920104324422,0.803086954786178,0.740899670566213,0.6910394909174715,0.6499367248842194,0.6153157888641625,0.5856491309843731,0.5598685329607532,0.537201769847099,0.5170750221642348,0.4990519027257327,0.4827939054517397,0.4680339191989371,0.4545579974047529,0.44219250689108985,0.43079487651649884,0.42024681235792805,0.41044923862509003,0.4013184687955934,0.392783268614635,0.3847825755770877,-0.015197133321409163,0.03306331625061994,148.3044
ABAB,ABB-041,1466.2404,8.213,-102.8805,42.09,29.393,0.1471,2.478,BTL,,0.1343333333333333,0.1343333333333333,2.482345013477089,0.1156141701963804,0.1089358128864415,0.1215295628864414,0.1089358128864415,0.1215295628864414,2.695737209942476,1,,,,,1.0,1.0,1.0,1.0,1.0,0.9340217514416846,0.8616954911552148,0.8037061388874844,0.7559020034938302,0.7156364916394959,0.6811330003461032,0.6511491496861872,0.6247868116395359,0.6013786115566708,0.5804170139562285,0.5615083229380408,0.5443418777244358,0.5286688500386026,0.5142872976572891,0.5010314047289885,0.48876359076315135,0.47736862671438174,0.4667491818618278,0.4568224079621736,0.4475172869175081,-0.017674864467864072,0.03402170584833124,148.31202000000002
ABAB,ABB-041,1466.3928,8.545,-103.285,41.194,28.647,0.1282,2.514,BTL,,0.1243777777777778,0.1243777777777778,2.523090881404969,0.0966944141309037,0.0910261339455741,0.1026865506122408,0.0910261339455741,0.1026865506122408,2.6997946359273426,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9756468788594059,0.9176157736622353,0.8687360661851505,0.8268510761852621,0.7904526353906858,0.7584504749116643,0.7300344454133989,0.7045884318952149,0.6816345131896191,0.6607955673568195,0.641769533083737,0.6243112656709681,0.6082194754802236,0.5933271487614493,0.5794944049624703,0.5666030909307576,0.5545526342977561,0.5432568237205176,-0.0214561336761778,0.03490766921492652,148.31964
ABAB,ABB-041,1466.5452,8.934,-103.6885,39.963,27.902,0.1105,2.545,BTL,,0.1107,0.1107,2.5568255931631616,0.0806870572360283,0.0762463591401631,0.0866244841401631,0.0762463591401631,0.0866244841401631,2.702821229034595,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9575658718305969,0.9187979870421417,0.8843743937208015,0.8535487211526915,0.8257420086525948,0.800497405192512,0.7774489892843554,0.7562997890574535,0.7368059593029365,0.7187651771237478,0.7020079891751848,0.6863912630019362,0.6717931637672699,0.6581092537907023,-0.022848300009552965,0.03583972475091391,148.32726000000002
ABAB,ABB-041,1466.6976,11.29,-104.093,38.731,27.157,0.0992,2.554,BTL,,0.0970111111111111,0.0970111111111111,2.565173067221204,0.0722557186627127,0.0715754160671812,0.0806702077338479,0.0715754160671812,0.0806702077338479,2.699916990871245,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9935578434566846,0.9563333048456614,0.9229994390864751,0.8929301771868527,0.8656314955109549,0.8407076986287676,0.8178376509527594,0.7967576663154821,0.7772489594081775,0.7591282889720451,0.7422408762900725,0.7264549731876351,0.7116576442011597,-0.019825376803350277,0.036822918584527006,148.33488
ABAB,ABB-041,1466.85,12.372,-104.3675,36.269,27.157,0.1007,2.511,BTL,,0.0696555555555555,0.0696555555555555,2.515567113733265,0.0820347302671651,0.0930817297815614,0.0996119381148947,0.0930817297815614,0.0996119381148947,2.684058563401057,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9827570565820831,0.9243030407188346,0.8750671148037829,0.8328768814527756,0.7962131813840854,0.763977800204577,0.7353546844907108,0.709723229208331,0.6866020302654229,0.6656112173876555,0.6464465279433521,0.6288610307031481,0.6126519690993427,0.5976511122433139,0.5837175601817,0.5707322987025752,0.5585940225006739,0.5472158919545346,-0.021612498573134662,0.036822918584527006,148.3425
ABAB,ABB-041,1467.0024,11.289,-104.252,34.254,27.157,0.1219,2.448,BTL,,0.0472666666666666,0.0472666666666666,2.447900776712616,0.1105835840738926,0.1290189917680928,0.1334502417680928,0.1290189917680928,0.1334502417680928,2.674686555428968,1,,,,,1.0,1.0,1.0,1.0,0.9065547412353429,0.8239575255205726,0.7601541222659779,0.7089981795619572,0.6668272375600085,0.6313065749414913,0.6008689419163044,0.5744183594141417,0.5511625339579057,0.5305127336856984,0.5120212306097159,0.49534072157646175,0.4801971537758679,0.4663710206162263,0.4536841765518764,0.44199034531196224,0.4311681587587735,0.42111596632692916,0.41174790665422156,0.402990894254739,0.39478227973500457,-0.015592075418344281,0.036822918584527006,148.35012
ABAB,ABB-041,1467.1548,8.483,-104.1365,32.463,27.157,0.155,2.404,BTL,,0.0273666666666666,0.0273666666666666,2.402705713012783,0.149513348641146,0.1629284648446405,0.1654940898446405,0.1629284648446405,0.1654940898446405,2.684957552348452,1,,,,,1.0,1.0,0.9390339627507279,0.80710173500745,0.7178585211408486,0.6524536289414441,0.6019306824267269,0.5614226714851781,0.5280294645626888,0.4999023044724719,0.4758001590237435,0.4548551733823444,0.43643996720607503,0.42008835112488757,0.4054457901762706,0.39223727115162643,0.3802457843812667,0.3692975128080003,0.3592513912626335,0.34999159037193783,0.34142200435444475,0.33346214085683196,0.3260440102611603,0.31910973957151784,0.31260971964804135,-0.01234663908555249,0.036822918584527006,148.35774
ABAB,ABB-041,1467.3072,8.367,-103.8909,30.672,26.944,0.1681,2.316,BTL,,0.0074666666666666,0.0074666666666666,2.3149919398173022,0.1667315959161741,0.2038871772508385,0.2045871772508385,0.2038871772508385,0.2045871772508385,2.6549542824333603,1,,,,,1.0,0.9333814780771058,0.7536615284293259,0.6477737242025051,0.5761477983758986,0.5236543285152737,0.48310499526273126,0.45059357325791954,0.4237924389361776,0.4012177938169823,0.38187359488715455,0.36506330844641,0.3502834037957914,0.3371597208866689,0.3254077126501109,0.3148066555730692,0.30518237934240383,0.2963953797078042,0.2883324388355817,0.28090059295027425,0.2740227082814054,0.2676341822773761,0.261680446987073,0.25611505398340595,0.2508981873474025,-0.009909318782171522,0.03711401425178147,148.36536
ABAB,ABB-041,1467.4596,8.286,-104.5554,30.672,26.731,0.1796,2.252,BTL,,0.0074666666666666,0.0074666666666666,2.2505104782375063,0.1783181085437937,0.2313355050873106,0.2320355050873106,0.2313355050873106,0.2320355050873106,2.6305529092132143,1,,,,,1.0,0.8262469561620909,0.6671554540851495,0.5734215650033365,0.5100169393636188,0.4635487259809393,0.4276536884627985,0.3988739621634109,0.37514909063430035,0.3551655873676611,0.3380417362300839,0.3231609524025622,0.3100775009770019,0.29846016839436074,0.2880570682018736,0.27867281176681846,0.27015322023042687,0.2623748017890813,0.2552373338728405,0.24865852318757659,0.24257008945928557,0.23691484528616785,0.23164448608475952,0.2267178948279896,0.22209982571054632,-0.008771916599712826,0.037409748980584336,148.37297999999998
ABAB,ABB-041,1467.612,8.257,-105.2189,32.239,26.518,0.1903,2.174,BTL,,0.0248777777777777,0.0248777777777777,2.166958557901573,0.1862256583220337,0.2595053427388789,0.2618376344055455,0.2595053427388789,0.2618376344055455,2.590134686375446,1,,,,,1.0,0.7398169136982601,0.5973672705444846,0.513438469340117,0.4566663213701495,0.4150589424219334,0.3829187261394972,0.35714951981552673,0.3359064022443789,0.3180132849368413,0.3026806841874528,0.2893565133901103,0.2776416639955181,0.26723956923123826,0.25792469137311064,0.24952208052975702,0.24189368581142712,0.23492893334630455,0.2285380844045534,0.22264745402984706,0.2171959044458786,0.2121322303722095,0.2074131801543685,0.20300193783576886,0.19886694451902268,-0.007854325171934387,0.03771023455765895,148.38060000000002
ABAB,ABB-041,1467.7644,8.325,-106.0124,34.03,25.399,0.2008,2.044,BTL,,0.0447777777777777,0.0447777777777777,2.0249680120972435,0.1938059788298243,0.3057703198440425,0.3099682365107092,0.2865666666666667,0.2907645833333333,2.507536152618893,1,,,,,0.9898989966388234,0.6861757133863474,0.5540545308304444,0.4762110752757688,0.4235552513651841,0.3849646590128004,0.3551548027799284,0.3312540197546267,0.31155115667588734,0.294955398582402,0.28073450411178613,0.26837641627564224,0.25751096430812137,0.24786308432128557,0.23922359143992342,0.23143022069779737,0.22435493072953155,0.2178951649377157,0.2119676911931251,0.20650416714437922,0.20144788787368617,0.196751360793105,0.19237447025467957,0.18828306968132139,0.1844478883865567,-0.007284839097661601,0.03937162880428363,148.38822
ABAB,ABB-041,1467.9168,8.533,-106.8059,35.821,24.281,0.2129,2.002,BTL,,0.0646777777777777,0.0646777777777777,1.971020682117868,0.20341949892491,0.3215618303506606,0.3276253720173273,0.2805966666666666,0.2866602083333333,2.4797586065349746,1,,,,,1.0,0.7185016939765616,0.5801562357729813,0.4986455474902379,0.4435090890883871,0.40310048027897727,0.37188627117382816,0.34685951380537483,0.32622844187716776,0.3088508517491992,0.2939600059094742,0.28101972418373333,0.2696423969304018,0.2595400019044778,0.25049349945728017,0.24233298026261121,0.23492437088107798,0.22816028323768708,0.22195356410816292,0.21623265150877552,0.21093816913299665,0.20602038700026704,0.20143729960026457,0.1971531516985749,0.19313729365633006,-0.007628030444542241,0.04118446521971912,148.39584000000002
ABAB,ABB-041,1468.0692,8.668,-107.6004,37.724,23.323,0.2146,2.028,BTL,,0.0858222222222221,0.0858222222222221,1.9883830035490304,0.2018887646458262,0.3079601009882259,0.3160059343215592,0.2742533333333333,0.2822991666666666,2.490484049496708,1,,,,,1.0,0.7517247511850066,0.6069822877816361,0.5217025975847432,0.464016664731945,0.421739587784682,0.38908205368321,0.36289807511574707,0.34131303566221816,0.3231319169193466,0.3075525279246608,0.2940138958767539,0.28211048831298546,0.2715409650245921,0.2620761581101132,0.2535383017451523,0.24578712302052472,0.23871026830556918,0.23221655446685274,0.226231110540445,0.22069181469751054,0.21554663747510464,0.21075163105506636,0.20626938690388905,0.20206783816307386,-0.00798074567676973,0.042876130857951375,148.40346
ABAB,ABB-041,1468.2216,8.733,-107.8739,39.627,22.364,0.2182,2.036,BTL,,0.1069666666666667,0.1069666666666667,1.986411481467657,0.2024131238102347,0.3016816291950471,0.3117097541950471,0.26791,0.277938125,2.489635232584596,1,,,,,1.0,0.7876631148166128,0.636000821682314,0.546644090637883,0.48620031586485507,0.4419020616685829,0.40768324022889285,0.3802474612629512,0.35763048692147215,0.3385801675096314,0.32225596101895826,0.3080700757299613,0.2955975915343438,0.2845227617880318,0.2746054625589667,0.265659429416276,0.25753768330093785,0.25012249919385676,0.24331833468967068,0.2370467394026955,0.2312426215914107,0.22585146437476308,0.2208272188827539,0.2161306881593482,0.21172827229765495,-0.008362288175844008,0.04471472008585226,148.41108000000003
ABAB,ABB-041,1468.374,8.773,-108.1484,45.0,21.086,0.2208,2.08,BTL,,0.1666666666666666,0.1666666666666666,2.006,0.19496,0.2728383358506979,0.2884633358506979,0.25,0.265625,2.4957017227603457,1,,,,,1.0,0.8721174083679183,0.7041936811457602,0.6052560017841436,0.5383313645687773,0.4892833922591042,0.4513955829786922,0.42101810306597226,0.39597610646009235,0.37488318629979794,0.3568086765373048,0.3411017616381286,0.32729196099115493,0.3150296731744679,0.304049027846579,0.2941437890550007,0.2851512184492538,0.2769409683761065,0.2694072522455989,0.2624632081166788,0.2560367650241667,0.2500675607140456,0.24450460889483366,0.23930450986039997,0.2344300610768593,-0.009258903907974323,0.04742483164184767,148.4187
ABAB,ABB-041,1468.5264,8.813,-108.4229,45.448,17.457,0.2207,2.163,BTL,,0.1716444444444444,0.1716444444444444,2.103530421719068,0.1939076081124584,0.2419541485281334,0.2580458151948001,0.2419541485281334,0.2580458151948001,2.5588563475476245,1,,,,,1.0,1.0,0.8080838545541028,0.6945498319694492,0.6177517574430831,0.5614677043718095,0.5179902807827319,0.4831311905682751,0.45439473114693363,0.43018995810892535,0.4094489036105565,0.39142473685826723,0.3755775669159395,0.3615062154257673,0.348905588013697,0.3375390225967025,0.32721977192461676,0.31779825806614653,0.3091530876636634,0.30118458397478964,0.2938100433557652,0.28696019826812497,0.2805765403780777,0.27460926719128737,0.26901568765870587,-0.010624876307791315,0.057283611158847454,148.42632
ABAB,ABB-041,1468.6788,8.814,-108.9564,45.0,16.389,0.2171,2.212,BTL,,0.1666666666666666,0.1666666666666666,2.1644,0.19052,0.224077624834175,0.239702624834175,0.224077624834175,0.239702624834175,2.5926536588777385,1,,,,,1.0,1.0,0.9036721909511927,0.7767082151727274,0.690825687169035,0.6278837866869412,0.5792634134295961,0.5402808372388544,0.5081451385745209,0.4810771800211319,0.4578826636902477,0.43772641608386714,0.42000468250207046,0.4042688291508302,0.3901776720058723,0.3774665541978902,0.3659266381220222,0.3553906522554826,0.3457228436057613,0.3368117446566298,0.32856486874035545,0.32090475465301266,0.31376597310296533,0.3070928304528297,0.300837585724228,-0.011881694204799086,0.06101653548111539,148.43394
ABAB,ABB-041,1468.8312,8.814,-109.4909,45.56,15.479,0.2207,2.22,BTL,,0.1728888888888889,0.1728888888888889,2.1719236969371307,0.1936727565824825,0.2213028725360888,0.2375112058694221,0.2213028725360888,0.2375112058694221,2.600029595819162,1,,,,,1.0,1.0,0.9444818132636768,0.8117841743818279,0.7220232117353889,0.6562388699211119,0.6054228121122307,0.564679792004943,0.5310928527930181,0.5028025116362969,0.478560536436298,0.4574940374574728,0.4389719945805164,0.42252551381542075,0.40779800334810773,0.39451285446767764,0.3824517985124489,0.3714400100172475,0.36133560541654397,0.352022083347453,0.3434027804662116,0.3353967374392541,0.32793557020361647,0.3209610700104289,0.3144233399100269,-0.01241826870358929,0.0646036565669617,148.44156
ABAB,ABB-041,1468.9836,8.819,-109.8943,46.119,15.133,0.2278,2.197,BTL,,0.1791,0.1791,2.1418016810817395,0.2011389937873066,0.2311085806619066,0.2478992056619066,0.2311085806619066,0.2478992056619066,2.589214371839983,1,,,,,1.0,1.0,0.9158136382221149,0.787143815530735,0.7001073976589116,0.6363198301600753,0.5870462092935773,0.5475398758177893,0.5149724123002776,0.4875407774107146,0.46403462706051907,0.443607566630702,0.4256477295684759,0.40970045438126446,0.3954199730065969,0.3825380727310725,0.37084311007531745,0.36016556611046885,0.3503678639107176,0.34133703831834067,0.33297936004465184,0.3252163271420439,0.31798163123208123,0.3112188303956814,0.3048795422221231,-0.012041332805080617,0.0660807506773277,148.44918
ABAB,ABB-041,1469.136,8.824,-110.2988,46.231,14.819,0.2477,2.059,BTL,,0.1803444444444444,0.1803444444444444,1.9729703534004803,0.2251914760942943,0.2892283273411307,0.3061356190077974,0.2458966666666666,0.2628039583333333,2.5035060666854885,1,,,,,1.0,1.0,0.8707984644890882,0.7484531757213289,0.6656948765715706,0.6050426723312914,0.5581910077571967,0.5206265371132615,0.4896598687434731,0.4635765865741555,0.4412258388054971,0.4218028338250926,0.4047257802810749,0.38956236474954,0.3759838147758067,0.36373510116044167,0.352614983378991,0.3424622749009264,0.33314616114701057,0.32455922955885774,0.3166123579425422,0.3092309029726286,0.3023518155398718,0.2959214280262998,0.28989373617165026,-0.011449462728489294,0.0674809366354005,148.4568
ABAB,ABB-041,1469.2884,8.832,-111.0923,46.343,14.6,0.2499,2.042,BTL,,0.1815888888888889,0.1815888888888889,1.951473043974096,0.2276898326024682,0.2960788559266359,0.3131028142599692,0.2455233333333333,0.2625472916666666,2.490806097808557,1,,,,,1.0,1.0,0.8793422218435124,0.7557965537649077,0.6722262793351801,0.6109789916890707,0.5636676464080206,0.525734615488181,0.4944641205598771,0.46812492471713296,0.4455548846857838,0.4259413127161004,0.40869670926500495,0.39338451930603496,0.37967274466444634,0.3673038539457662,0.3560746321730343,0.34582231134921565,0.33641479342011404,0.3277436119591146,0.31971877035825574,0.3122648929361247,0.3053183119830619,0.298824833326302,0.29273800133910344,-0.011561798056788407,0.0684931506849315,148.46442000000002
ABAB,ABB-041,1469.4408,8.84,-111.7568,46.791,14.537,0.2554,2.067,BTL,,0.1865666666666666,0.1865666666666666,1.9791562512805805,0.2337028234233496,0.2882322551205243,0.3057228801205243,0.24403,0.261520625,2.516520750573563,1,,,,,1.0,1.0,0.8868271992838487,0.7622299081676499,0.6779482819988032,0.6161796562946261,0.56846559595759,0.5302096783690273,0.49867300840298234,0.4721096128325528,0.44934745619828664,0.4295669331371275,0.4121755432988979,0.3967330156925842,0.382904526168769,0.3704303512209327,0.3591055461024299,0.3487659573319903,0.33927836243430953,0.33053337171452063,0.32244022251185134,0.3149228975456791,0.30791718716560884,0.3013684358970627,0.2952297926821355,-0.011660212298110007,0.06878998417830363,148.47204
ABAB,ABB-041,1469.5932,8.829,-112.4203,47.239,14.474,0.2801,2.129,BTL,,0.1915444444444444,0.1915444444444444,2.0529466334987148,0.2635388463600006,0.274671946360061,0.2926292380267276,0.2425366666666666,0.2604939583333333,2.594767132019198,1,,,,,1.0,1.0,0.8944187164920305,0.768754833732764,0.6837517305772945,0.6214543461867152,0.5733318386229665,0.5347484384572762,0.5029418047678257,0.4761510182527528,0.4531940104638039,0.433244159960583,0.4157038944052601,0.40012917394992714,0.38618230824609856,0.37360135047309534,0.36217960149336925,0.3517515026206914,0.34218269095384946,0.333362840388097,0.3252004113059991,0.31761873569531995,0.31055305425104596,0.30394824363070344,0.2977570517167302,-0.011760027349321387,0.0690894016857814,148.47966000000002
ABAB,ABB-041,1469.7456,8.817,-112.5648,47.351,14.411,0.2813,2.19,BTL,,0.1927888888888888,0.1927888888888888,2.127903343473413,0.2648921526793211,0.2523342098193671,0.2704081681527004,0.2421633333333333,0.2602372916666666,2.640825395671697,1,,,,,1.0,1.0,0.8979466352589982,0.7717870875922985,0.6864487007074715,0.6239055923539741,0.5755932717927811,0.5368576844031115,0.504925593567206,0.47802913426512,0.4549815755327275,0.43495303542843855,0.4173435845677445,0.4017074316450766,0.38770555433611315,0.37507497260487266,0.36360817201583406,0.35313894085797654,0.3435323862530291,0.3346777469292162,0.3264831222029398,0.3188715416549211,0.3117779905454567,0.305147128105189,0.298931515836699,-0.011806413253843198,0.06939143709666228,148.48728
ABAB,ABB-041,1469.898,8.722,-112.7093,47.463,14.349,0.2705,2.236,BTL,,0.1940333333333333,0.1940333333333333,2.184480334174284,0.2513606848918483,0.2309101663799139,0.2491007913799139,0.2309101663799139,0.2491007913799139,2.6601006443551696,1,,,,,1.0,1.0,0.9439397737510761,0.8113182902408742,0.721608841543947,0.6558622534609468,0.6050753590629648,0.5643557214353084,0.5307880578175819,0.5025139525295843,0.4782858898350856,0.45723148095125044,0.43872006790215556,0.4222830257967489,0.4075639674695232,0.3942864429557276,0.3822323088583892,0.37122684004492756,0.36112823437700176,0.35182005735203126,0.3432057011014895,0.3352042527544922,0.3277473674937905,0.3207768699766018,0.3142428918891952,-0.012411141840773186,0.06969126768415917,148.4949
ABAB,ABB-041,1470.0504,8.667,-112.7238,47.239,14.286,0.2496,2.257,BTL,,0.1915444444444444,0.1915444444444444,2.211273209549072,0.2258125919105015,0.2155883490536262,0.2335456407202928,0.2155883490536262,0.2335456407202928,2.6517367545650696,1,,,,,1.0,1.0,1.0,0.8710816284666133,0.774764001217558,0.704174387126077,0.6496464278663125,0.6059272997732699,0.5698869744907379,0.539530141699019,0.5135173911418371,0.4909120721227281,0.4710370711299164,0.4533892434196586,0.43758594963052405,0.42333037593693873,0.41038831006024434,0.39857215626291964,0.38772966697570377,0.3777358308962046,0.3684869238258541,0.3598960726888428,0.3518898982511234,0.34440593985707246,0.3373906557925981,-0.013325371529071643,0.06999860002799944,148.50252
ABAB,ABB-041,1470.2028,8.652,-112.7383,44.552,14.223,0.239,2.277,BTL,,0.1616888888888888,0.1616888888888888,2.2436327006680097,0.2175909235499946,0.2109768887281509,0.2261352220614843,0.2109768887281509,0.2261352220614843,2.6618750801621007,1,,,,,1.0,1.0,1.0,0.8922853663590643,0.7936231899244098,0.721315294071253,0.665460023434265,0.6206766909054069,0.583759077449326,0.5526633032028394,0.5260173541868092,0.5028617798944944,0.48250298461892915,0.4644255761427468,0.4482376009547725,0.4336350202319637,0.42037792053562684,0.40827413970103305,0.3971677241715056,0.3869306196383452,0.3774565770641538,0.3686566087217861,0.360455549190924,0.3527894174080658,0.345603368354774,-0.01364973571721247,0.07030865499542993,148.51014
ABAB,ABB-041,1470.3552,8.655,-112.4928,44.328,14.16,0.2527,2.275,BTL,,0.1592,0.1592,2.2418648905804,0.2342768791627021,0.2176637645313127,0.2325887645313127,0.2176637645313127,0.2325887645313127,2.6756528357152,1,,,,,1.0,1.0,1.0,0.8669853626141782,0.7711206695042373,0.700863003437247,0.6465914621872526,0.6030779235196475,0.567207078052716,0.5369929984238342,0.5111025729603669,0.4886035555705833,0.4688220168724905,0.4512571781630987,0.4355281994445487,0.4213396626598128,0.40845845691468147,0.39669786864155715,0.38590636621615904,0.37595952620238954,0.3667541121652595,0.3582036595500468,0.3502351341889306,0.3427863691478431,0.33580407449287913,-0.013262708900700486,0.07062146892655367,148.51776
ABAB,ABB-041,1470.5076,8.657,-112.2473,47.239,14.066,0.2756,2.174,BTL,,0.1915444444444444,0.1915444444444444,2.1086083203914185,0.2579726776707302,0.2562791564057055,0.2742364480723721,0.2425366666666666,0.2604939583333333,2.623141729591249,1,,,,,1.0,1.0,0.9085915620803581,0.7809364253663866,0.6945863738148951,0.6313018329692416,0.5824167822515446,0.5432219944183805,0.5109113568438892,0.4836960469221984,0.46037526529828465,0.44010929199320487,0.4222910856136237,0.40646957011249774,0.3923017041428912,0.3795213901080139,0.3679186535419891,0.3573253123366351,0.34760487449324157,0.33864526569359304,0.330353495795082,0.32265168191387067,0.31547403857720835,0.30876456896512494,0.30247527220899395,-0.011946375251778232,0.07109341674960898,148.52537999999998
ABAB,ABB-041,1470.66,8.64,-111.4828,49.478,13.972,0.2845,2.14,BTL,,0.2164222222222222,0.2164222222222222,2.0543787754176,0.2664090638382348,0.2667079443177373,0.2869975276510706,0.2350733333333333,0.2553629166666666,2.5984445682331563,1,,,,,1.0,1.0,0.940911328519698,0.8087153349723978,0.7192937014090952,0.6537580483313742,0.6031340937018319,0.5625450970280014,0.5290851286612203,0.5009017352827236,0.4767514035653201,0.45576454361411484,0.4373125207953435,0.4209282137088081,0.40625637858717345,0.3930214524010641,0.38100599162371984,0.37003583169380566,0.3599696254172701,0.35069131184874885,0.34210459306707297,0.33412881579440107,0.3266958544843969,0.3197477204384309,0.31323470533545505,-0.012371323131604607,0.071571714858288,148.53300000000002
ABAB,ABB-041,1470.8124,8.625,-110.7182,50.485,13.898,0.3037,2.159,BTL,,0.2276111111111111,0.2276111111111111,2.073246781270229,0.2900561029993527,0.2646414508615062,0.2859799925281729,0.2317166666666666,0.2530552083333333,2.632630372512452,1,,,,,1.0,1.0,0.9573356100298694,0.822832040681613,0.7318494884236088,0.6651698635576058,0.6136622315221363,0.5723647248246936,0.5383206887321662,0.5096453340256148,0.485073440961602,0.4637202403304567,0.4449461242303935,0.42827581732242787,0.41334787480469287,0.39988192349766266,0.38765672424199443,0.3764950723091261,0.36625315318844254,0.35681288000760714,0.34807627389622847,0.33996127371570306,0.3323985647394637,0.3253291460345906,0.31870244158567007,-0.0125872734423384,0.0719527989638797,148.54062
ABAB,ABB-041,1470.9648,8.61,-109.9537,51.493,13.825,0.3128,2.165,BTL,,0.2388111111111111,0.2388111111111111,2.0755857065701315,0.3011290816996803,0.2633417771246392,0.2857303187913059,0.2283566666666666,0.2507452083333333,2.6445287509804563,1,,,,,1.0,1.0,0.9742414481495212,0.837362645344895,0.744773408572002,0.6769162708964331,0.6244990522123577,0.5824722621208184,0.5478270335550454,0.5186452933138774,0.4936394788099,0.47190919646422896,0.4528035433730605,0.4358388511867887,0.4206472922559377,0.4069435422182026,0.39450245499447856,0.38314369655188885,0.37272091272203245,0.36311393130583164,0.35422304319858167,0.34596473812272427,0.3382684773049376,0.3310742178995071,0.3243304907560305,-0.012809555372472938,0.07233273056057866,148.54824000000002
ABAB,ABB-041,1471.1172,8.61,-109.1882,53.284,13.752,0.3196,2.146,BTL,,0.2587111111111111,0.2587111111111111,2.0399034714311406,0.3089903471431141,0.268597431319256,0.2928515979859226,0.2223866666666666,0.2466408333333333,2.6308077426496133,1,,,,,1.0,1.0,1.0,0.8623510008965142,0.7669987405022591,0.6971166279936489,0.643135188473134,0.5998542459790019,0.5641751436258307,0.5341225695770941,0.5083705381417108,0.4859917864327247,0.466315987473285,0.4488450394102662,0.4332001379783401,0.41908744424071925,0.4062750933682961,0.3945773698474737,0.38384355204729875,0.3739498816215746,0.36479367397275114,0.35628892673155893,0.3483629961251783,0.34095404752510455,0.3340090758521028,-0.01319181475063479,0.07271669575334497,148.55586
ABAB,ABB-041,1471.2696,8.609,-107.9047,52.612,13.516,0.3262,2.134,BTL,,0.2512444444444445,0.2512444444444445,2.0279664035139784,0.3182139253279515,0.2772728083837143,0.300826975050381,0.2246266666666666,0.2481808333333333,2.6324999380624727,1,,,,,1.0,1.0,1.0,0.86197795235419,0.7666669408501321,0.696815058978674,0.6428569715471631,0.5995947521628681,0.5639310844031634,0.5338915109411141,0.5081506197001282,0.48578154892233527,0.4661142616108363,0.4486508713887675,0.4330127378595492,0.41890614919958424,0.40609934088328,0.3944066777366016,0.3836775033299865,0.37378811285445285,0.3646358661332714,0.356134798001349,0.3482122961111827,0.3408065525836056,0.3338645852691034,-0.01318610804042257,0.0739863865048831,148.56348000000003
ABAB,ABB-041,1471.422,8.624,-106.6202,50.821,13.281,0.3262,2.113,BTL,,0.2313444444444444,0.2313444444444444,2.0115721533991526,0.3190368464418393,0.289641645949783,0.3113301876164496,0.2305966666666666,0.2522852083333333,2.623231684849148,1,,,,,1.0,1.0,0.9864555505645498,0.8478606929574127,0.7541106613706453,0.6854027961565033,0.6323284207906481,0.5897747392192524,0.5546951620936864,0.5251475692554733,0.4998282558956395,0.477825540166456,0.45848035876944015,0.4413029795863299,0.42592096349829484,0.4120454090205528,0.39944834740896684,0.3879471837759709,0.37739372910533947,0.3676663045945243,0.3586639510819492,0.35030211131850214,0.3425093621835536,0.33522490807192884,0.3283966345625119,-0.012970149259653098,0.075295534974776,148.5711
ABAB,ABB-041,1471.5744,8.639,-105.4657,50.597,13.03,0.3262,2.141,BTL,,0.2288555555555555,0.2288555555555555,2.0492968603662667,0.3191367808307998,0.2796130695781109,0.3010682779114442,0.2313433333333333,0.2527985416666666,2.646201007340551,1,,,,,1.0,1.0,0.99372280360271,0.8541069127625576,0.7596662213670571,0.6904521828722872,0.6369868067001562,0.5941196306469182,0.5587816210321263,0.5290163500291942,0.503510508389568,0.48134569787300235,0.4618579998383126,0.44455407429334687,0.4290587383470731,0.4150809621672211,0.402391097555828,0.39080520444231326,0.38017400209671126,0.37037491530441846,0.3613062411341336,0.3528827994004906,0.34503264080619633,0.33769452186269566,0.3308159442200836,-0.013065700809399729,0.07674597083653109,148.57872
