DEPTH,STRUKTUR,WELL_NAME,CALI,SP,GR,RT,NPHI,RHOB,MARKER,VSH_GR,VSH,RHOB_SR,NPHI_SR,PHIE_DEN,PHIT_DEN,PHIE,PHIT,RHO_MAT,IQUAL,RGBE,R_RGBE,RPBE,R_RPBE,VSH_DN,VSH_DIFF,RW_TEMP,SW,RWA_FULL,RWA_SIMPLE,RWA_TAR,DNS,DNSV,NOD,SWARRAY_1,SWARRAY_2,SWARRAY_3,SWARRAY_4,SWARRAY_5,SWARRAY_6,SWARRAY_7,SWARRAY_8,SWARRAY_9,SWARRAY_10,SWARRAY_11,SWARRAY_12,SWARRAY_13,SWARRAY_14,SWARRAY_15,SWARRAY_16,SWARRAY_17,SWARRAY_18,SWARRAY_19,SWARRAY_20,SWARRAY_21,SWARRAY_22,SWARRAY_23,SWARRAY_24,SWARRAY_25,SWGRAD,CT,FTEMP,A_PARAM,M_PARAM,N_PARAM,RTSH,RGSA,GAS_EFFECT_RT,RT_RATIO,RT_DIFF,NGSA,GAS_EFFECT_NPHI,NPHI_DIFF,DGSA,GAS_EFFECT_RHOB,DENS_DIFF,RGSA_ANOM,NGSA_ANOM,DGSA_ANOM,SCORE,ZONA
1632.5088,ABAB,ABB-138,8.7086,-2.8264,174.1251,3.1162,0.3889,2.5125,A,1.0,1.0,inf,1.0,,,,,,0,,,,,0.8594733698219099,0.14052663017809,1.2951379310344828,,,,,-0.2734029239766083,0.0052520467836256,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3209036647198511,156.62544000000003,1,1.8,1.8,1,2.658813299714378,True,1.1720266332106721,0.457386700285622,0.3297344009289076,False,-0.05916559907109242,2.5370929221251304,True,0.0245929221251302,True,False,True,2,Zona Menarik
1632.6612,ABAB,ABB-138,8.6833,-1.4297,153.478,4.719,0.3407,2.4846,A,1.0,1.0,inf,-0.015,,,,,,0,,,,,0.7055656655460781,0.2944343344539218,1.2951379310344828,,,,,-0.2088871345029239,0.06976783625731,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2119093028183937,156.63306,1,1.8,1.8,1,3.33745957816242,True,1.4139497091971511,1.3815404218375802,0.301850026162366,False,-0.038849973837634,2.593158730519106,True,0.10855873051910603,True,False,True,2,Zona Menarik
1632.8136,ABAB,ABB-138,8.5565,-1.2292,131.7897,5.3283,0.2953,2.4636,A,1.0,1.0,inf,-0.015,,,,,,0,,,,,0.5669789959158725,0.4330210040841274,1.2951379310344828,,,,,-0.151206432748538,0.1274485380116959,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.1876771202822664,156.64068,1,1.8,1.8,1,5.190864011225267,True,1.026476514984312,0.1374359887747323,0.2449446538386406,False,-0.05035534616135939,2.541335933900222,True,0.07773593390022215,True,False,True,2,Zona Menarik
1632.966,ABAB,ABB-138,8.4043,-1.4722,122.5618,5.6401,0.2346,2.4703,A,1.0,1.0,inf,-0.015,,,,,,0,,,,,0.4237185008196037,0.5762814991803962,1.2951379310344828,,,,,-0.0944245614035087,0.1842304093567252,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.1773018208897005,156.6483,1,1.8,1.8,1,5.465204320940938,True,1.032001672542949,0.17489567905906256,0.2170412730700324,False,-0.0175587269299676,2.4722304751950674,True,0.0019304751950675048,True,False,True,2,Zona Menarik
1633.1184,ABAB,ABB-138,8.3662,-1.6667,123.5559,3.7949,0.2139,2.5018,A,1.0,1.0,inf,-0.015,,,,,,0,,,,,0.4101721168004887,0.5898278831995112,1.2951379310344828,,,,,-0.0921456140350876,0.1865093567251463,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2635115549816859,156.65592,1,1.8,1.8,1,5.4744326136022785,False,0.6932042583866761,-1.6795326136022783,0.22007175079265184,True,0.006171750792651837,2.4812358106590815,False,-0.020564189340918304,False,True,False,1,Zona Lemah
1633.2708,ABAB,ABB-138,8.5057,-2.1319,140.8614,3.0202,0.215,2.5297,A,1.0,1.0,inf,-0.015,,,,,,0,,,,,0.446634067735393,0.553365932264607,1.2951379310344828,,,,,-0.1095614035087719,0.169093567251462,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3311039004039467,156.66354,1,1.8,1.8,1,4.430374003428956,False,0.6817031694530686,-1.4101740034289563,0.2709238093580225,True,0.05592380935802252,2.580088411679032,True,0.050388411679032075,False,True,True,2,Zona Menarik
1633.4232,ABAB,ABB-138,8.6832,-2.664,153.8976,2.7468,0.2442,2.5418,A,1.0,1.0,inf,-0.015,,,,,,0,,,,,0.5340691245519958,0.4659308754480041,1.2951379310344828,,,,,-0.1458374269005847,0.1328175438596492,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.36405999708752,156.67116,1,1.8,1.8,1,3.307425666735335,False,0.8304948551455391,-0.5606256667353349,0.3027343304836234,True,0.058534330483623415,2.5928813448247285,True,0.0510813448247287,False,True,True,2,Zona Menarik
1633.5756,ABAB,ABB-138,8.7593,-2.5069,177.4524,2.5847,0.2771,2.5384,A,1.0,1.0,inf,-0.015,,,,,,0,,,,,0.6119974717306144,0.3880025282693856,1.2951379310344828,,,,,-0.1767491228070177,0.1019058479532162,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3868920957944828,156.67878000000002,1,1.8,1.8,1,2.74083896339531,False,0.9430324198245171,-0.15613896339530964,0.3306183159875091,True,0.05351831598750911,2.521572619793371,False,-0.016827380206628995,False,True,False,1,Zona Lemah
1633.728,ABAB,ABB-138,8.7974,-2.8611,177.8695,2.6248,0.3006,2.5352,A,1.0,1.0,inf,-0.015,,,,,,0,,,,,0.6667282527158058,0.3332717472841942,1.2951379310344828,,,,,-0.1983777777777778,0.0802771929824561,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3809814081072843,156.6864,1,1.8,1.8,1,2.7563342087690246,False,0.9522792960481495,-0.13153420876902455,0.3306457879160487,True,0.030045787916048727,2.5195328420542156,False,-0.01566715794578455,False,True,False,1,Zona Lemah
1633.8804,ABAB,ABB-138,8.7847,-2.8472,176.6856,2.6673,0.2986,2.545,A,1.0,1.0,inf,-0.015,,,,,,0,,,,,0.6735851415553021,0.3264148584446978,1.2951379310344828,,,,,-0.2021087719298245,0.0765461988304094,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3749109586473212,156.69402000000002,1,1.8,1.8,1,2.7155497567462787,False,0.9822320483627998,-0.04824975674627874,0.33051860029403035,True,0.031918600294030375,2.5252698075829194,False,-0.019730192417080517,False,True,False,1,Zona Lemah
