DEPTH,GR,NPHI,RHOB,RT,MARKER,ZONE,VSH_LINEAR,RHOB_SR,NPHI_SR,PHIE_DEN,PHIT_DEN,PHIE,PHIT,RHO_MAT,FTEMP,SW,VSH_Z4,PHIE_Z4,PHIT_Z4,SW_Z4,SW.1
1292.0252,49.3689,0.236432,2.3089001,11.8164,TAF,TAF,0.2132071275973346,2.2706644913176235,0.2056570553909669,0.1865914808194325,0.2065796490316826,0.1865914808194325,0.2065796490316826,2.6656905148898247,58.3338,0.3854235823151808,0.2988,0.1706,0.2124,0.5262,0.3854235823151808
1292.1776,48.3881,0.239439,2.2990999000000003,11.6587,TAF,TAF,0.2002247559848892,2.26132186682544,0.2117599121411276,0.1943126179298126,0.2130836888033959,0.1943126179298126,0.2130836888033959,2.666121012859667,58.338,0.378198599349413,0.2892,0.1774,0.2178,0.5198,0.378198599349413
1292.33,47.2188,0.23352,2.3102,11.5876,TAF,TAF,0.1847473017368952,2.2785194268012314,0.2071240546052033,0.191517698483725,0.208837758021559,0.191517698483725,0.208837758021559,2.671088543772881,58.3423,0.3885823182849271,0.276,0.1736,0.2122,0.5359,0.3885823182849271
1292.4824,47.3539,0.238427,2.3232998,11.5287,TAF,TAF,0.1865355545966437,2.294246173614661,0.2128421922673257,0.1883320323016947,0.20581974054513,0.1883320323016947,0.20581974054513,2.6841603854952445,58.3465,0.39501478448027344,0.2822,0.1684,0.2079,0.5453,0.3950147844802734
1292.6348,48.5022,0.242921,2.3135,11.4529,TAF,TAF,0.2017350420788737,2.2790041437426005,0.2158603275297723,0.1901505275391997,0.2090631877340941,0.1901505275391997,0.2090631877340941,2.6789343221873616,58.3507,0.3888655151955318,0.2947,0.1714,0.2127,0.5335,0.3888655151955318
1292.7872,49.0436,0.250799,2.3083999,11.3747,TAF,TAF,0.2089012900305233,2.27100830374826,0.2246035118628527,0.1934399022545558,0.2130243981949173,0.1934399022545558,0.2130243981949173,2.6823863657261686,58.355,0.3825772941654266,0.3038,0.1741,0.2167,0.5249,0.3825772941654266
1292.9396,49.3815,0.260247,2.3105,11.3314,TAF,TAF,0.2133739076567931,2.2726603447840685,0.2359013184616808,0.1953028580245486,0.215306661867373,0.1953028580245486,0.215306661867373,2.692995938255596,58.3592,0.37899897453301484,0.313,0.1743,0.2181,0.5232,0.3789989745330148
1293.092,50.2096,0.266687,2.3266001000000003,11.2583,TAF,TAF,0.2243350637867545,2.2909108182684763,0.242591509412905,0.1893776188637091,0.2104090310937174,0.1893776188637091,0.2104090310937174,2.707890018900472,58.3634,0.38772644922575095,0.3274,0.1669,0.2128,0.537,0.3877264492257509
1293.2444,50.2872,0.27059,2.3348999,11.0401,TAF,TAF,0.2253622171688158,2.3014142963962763,0.2474875719206873,0.1886232729618867,0.2097509808214631,0.1886232729618867,0.2097509808214631,2.720306695699507,58.3677,0.39302765021089486,0.3317,0.1639,0.2103,0.5484,0.3930276502108948
1293.3968,49.4434,0.264741,2.348,10.7326,TAF,TAF,0.2141932477901641,2.320197093988876,0.2415013140823291,0.1848177975682991,0.204898414548627,0.1848177975682991,0.204898414548627,2.726187782141582,58.3719,0.40959066193706795,0.322,0.1586,0.2037,0.5753,0.4095906619370679
1293.5492,49.3203,0.253891,2.3532,10.4154,TAF,TAF,0.2125638330822808,2.3270694005853114,0.2279469320336125,0.1780320486808451,0.1979599080323089,0.1780320486808451,0.1979599080323089,2.714761044040911,58.3761,0.4307120495402364,0.3153,0.1546,0.1988,0.5974,0.4307120495402364
1293.7016,49.6573,0.2483,2.3423000000000003,10.0287,TAF,TAF,0.2170245378471606,2.312447796634812,0.2201108720312005,0.1783375691935184,0.1986836196166897,0.1783375691935184,0.1986836196166897,2.699553455196288,58.3804,0.4377512979297025,0.3138,0.1578,0.2017,0.6007,0.4377512979297025
1293.854,50.8494,0.249298,2.3267,9.8062,TAF,TAF,0.2328037845836984,2.2892849214811446,0.2187402284103339,0.1807647213697787,0.2025900761745005,0.1807647213697787,0.2025900761745005,2.686700871960958,58.3846,0.43308710536951484,0.3238,0.1626,0.208,0.5925,0.4330871053695148
1294.0064,51.877,0.254787,2.337,9.6087,TAF,TAF,0.2464056249884181,2.300051959320605,0.2236548425025907,0.1760567927997058,0.1991573201423699,0.1760567927997058,0.1991573201423699,2.6963603303782504,58.3888,0.4435393438440585,0.3387,0.1573,0.2047,0.6068,0.4435393438440585
1294.1588,52.3076,0.254482,2.3378,9.4458,TAF,TAF,0.2521052673378461,2.2999788872685056,0.2222841653664269,0.1743499945097375,0.1979848633226605,0.1743499945097375,0.1979848633226605,2.6951552297246493,58.3931,0.44957688797060996,0.343,0.1561,0.2041,0.6168,0.4495768879706099
1294.3112,52.6928,0.248568,2.328,9.2878,TAF,TAF,0.2572039720127176,2.28575571838937,0.2134456887513988,0.1744216905382002,0.1985345629143925,0.1744216905382002,0.1985345629143925,2.6803261119563087,58.3973,0.45195380225978327,0.342,0.1586,0.2065,0.6203,0.4519538022597832
1294.4636,53.7762,0.252494,2.3171001,9.0602,TAF,TAF,0.2715444098236103,2.267559365605501,0.216146953479498,0.1766148447172521,0.2020721331382155,0.1766148447172521,0.2020721331382155,2.673237638492096,58.4016,0.44878530964883867,0.3533,0.1622,0.2117,0.6154,0.4487853096488386
1294.616,55.4096,0.255273,2.3227,8.7877,TAF,TAF,0.2931649295949891,2.269901409352739,0.2159842953947911,0.1707296221928274,0.1982138343423576,0.1707296221928274,0.1982138343423576,2.6743177206660347,58.4058,0.4621651626364654,0.3721,0.1573,0.2094,0.626,0.4621651626364654
1294.7684,55.8921,0.252427,2.3285,8.5103,TAF,TAF,0.299551546951234,2.276539698287347,0.2106992426419038,0.1660439303141956,0.1941268878408738,0.1660439303141956,0.1941268878408738,2.6731712006202835,58.41,0.479005105339544,0.3762,0.1534,0.2061,0.6442,0.479005105339544
1294.9208,55.0088,0.248326,2.3338999,8.0239,TAF,TAF,0.2878597353226929,2.28697017882761,0.2072275645078548,0.1651600766409679,0.1921469268274703,0.1651600766409679,0.1921469268274703,2.675569433460369,58.4142,0.5013528400249576,0.3659,0.1519,0.2032,0.6653,0.5013528400249576
1295.0732,53.8215,0.242046,2.3362998,7.7515,TAF,TAF,0.2721440238469012,2.2937875023010266,0.2016821960155305,0.1654143518954423,0.1909278541310893,0.1654143518954423,0.1909278541310893,2.6742910282731867,58.4185,0.5164217779304231,0.3508,0.152,0.2011,0.6886,0.5164217779304231
1295.2256,52.9523,0.235468,2.3366001,7.5134,TAF,TAF,0.2606388470468017,2.296624481760975,0.195093295012147,0.1653217485374421,0.1897566404480798,0.1653217485374421,0.1897566404480798,2.670048718620377,58.4227,0.5302592924565624,0.3383,0.1524,0.1997,0.712,0.5302592924565624
1295.378,53.0632,0.225217,2.3462,7.101,TAF,TAF,0.2621067763002888,2.3093292407815333,0.1808928771911571,0.1573907827510212,0.1819632930291733,0.1573907827510212,0.1819632930291733,2.664325774040936,58.4269,0.5691814580366475,0.335,0.146,0.1929,0.7489,0.5691814580366475
1295.5304,54.0434,0.219176,2.3745999,6.769,TAF,TAF,0.275081206005141,2.345988211887173,0.1695328896371146,0.141840293869261,0.1676291569322429,0.141840293869261,0.1676291569322429,2.673414730747864,58.4312,0.6293717110695535,0.3452,0.1304,0.1787,0.8007,0.6293717110695535
1295.6828,54.8889,0.214849,2.388,6.557,TAF,TAF,0.2862726774553069,2.363132091147992,0.1606405685603595,0.1327270479477119,0.1595651114591469,0.1327270479477119,0.1595651114591469,2.6745338345402216,58.4354,0.6687890776526003,0.353,0.122,0.1714,0.8273,0.6687890776526003
1295.8352,55.1291,0.216975,2.3745,6.5344,TAF,TAF,0.2894520877951411,2.343743970387977,0.1627853200114007,0.1376052152081911,0.1647413484389856,0.1376052152081911,0.1647413484389856,2.666474636472412,58.4396,0.6495476225025607,0.3548,0.128,0.1776,0.7993,0.6495476225025607
1295.9876,54.9659,0.2226,2.3636001,6.5357,TAF,TAF,0.287291888929775,2.328772391308612,0.171245194180978,0.144282667751436,0.1712162823386024,0.144282667751436,0.1712162823386024,2.6660529048850248,58.4439,0.6266640111174888,0.3549,0.1342,0.1839,0.7744,0.6266640111174888
1296.14,55.2063,0.2265,2.3815999000000003,6.5721,TAF,TAF,0.2904739465721403,2.353597479374372,0.1759401477883057,0.1387782638106151,0.1660101963017533,0.1387782638106151,0.1660101963017533,2.6827269328795293,58.4481,0.6425762631487218,0.3619,0.1265,0.1771,0.7959,0.6425762631487218
1296.2924,56.618,0.223808,2.4217998,6.6133,TAF,TAF,0.3091599314878105,2.409179843084764,0.1673354358675659,0.1191727125501584,0.1481564561271406,0.1191727125501584,0.1481564561271406,2.702944709348305,58.4523,0.7084343735741299,0.3796,0.1054,0.1585,0.8689,0.7084343735741299
1296.4448,57.6704,0.226526,2.4087998,6.6549,TAF,TAF,0.3230900374063847,2.3891348890151667,0.1675916933961158,0.1216183051005266,0.1519079961073751,0.1216183051005266,0.1519079961073751,2.693379025368206,58.4566,0.6866269336595792,0.3901,0.1097,0.1643,0.8387,0.6866269336595792
1296.5972,56.7909,0.230657,2.3650999,6.6964,TAF,TAF,0.3114485245259343,2.326697526584274,0.176675267934278,0.1414369215512615,0.1706352207255679,0.1414369215512615,0.1706352207255679,2.6696677741208235,58.4608,0.6157727719411107,0.3779,0.1315,0.1844,0.7621,0.6157727719411107
1296.7496,55.8661,0.231182,2.3627998,6.7373,TAF,TAF,0.2992073976221929,2.32556917737983,0.1804519773798303,0.1453139646747712,0.1733646582018518,0.1453139646747712,0.1733646582018518,2.672339871230917,58.465,0.6067496351948101,0.3687,0.1344,0.186,0.7524,0.6067496351948101
1296.902,55.4839,0.233817,2.3738,6.7781,TAF,TAF,0.2941484024852876,2.342045296393324,0.1854002450244814,0.143646025865701,0.1712224385986967,0.143646025865701,0.1712224385986967,2.684943842904014,58.4693,0.6127505960988718,0.3678,0.1307,0.1822,0.7601,0.6127505960988718
1297.0544,55.5806,0.236828,2.3892,6.8715,TAF,TAF,0.2954283732590676,2.363706431408207,0.1893747410416048,0.1390676730402293,0.1667640830332669,0.1390676730402293,0.1667640830332669,2.6990665626413604,58.4735,0.6231724551839014,0.3725,0.1242,0.1763,0.778,0.6231724551839014
1297.2068,56.7285,0.238783,2.406,6.9376,TAF,TAF,0.3106225661362354,2.386174296055221,0.1886703791903075,0.1303596160800255,0.1594804816552975,0.1303596160800255,0.1594804816552975,2.709421862242215,58.4777,0.6434586097201015,0.3871,0.1149,0.1691,0.7969,0.6434586097201015
1297.3592,57.8269,0.236915,2.3705,6.982,TAF,TAF,0.3251615516369595,2.332194027040333,0.1824265603503906,0.138887425692204,0.1693713211581689,0.138887425692204,0.1693713211581689,2.677421465950919,58.482,0.6033896605111456,0.3926,0.1282,0.1832,0.7427,0.6033896605111456
1297.5116,58.66,0.23348,2.3548,6.9881,TAF,TAF,0.336188890330198,2.306585708474576,0.1744681381455633,0.140472836348768,0.171990544817224,0.140472836348768,0.171990544817224,2.6572953923611946,58.4862,0.592617535455404,0.3981,0.1328,0.1885,0.723,0.592617535455404
1297.664,58.8823,0.228848,2.3376001,6.9892,TAF,TAF,0.3391313670935001,2.27992096401116,0.1666776361178263,0.1439006933273646,0.1756942589923802,0.1439006933273646,0.1756942589923802,2.6361935682182547,58.4904,0.5803784787801368,0.4026,0.1377,0.1941,0.7069,0.5803784787801368
1297.8164,59.7078,0.232471,2.3354001,6.9908,TAF,TAF,0.3500581082905573,2.27367669869904,0.1691699881186586,0.1436409347163999,0.1764588823686396,0.1436409347163999,0.1764588823686396,2.6350272136461066,58.4947,0.5762187386537898,0.4127,0.1378,0.1956,0.701,0.5762187386537898
1297.9688,60.0521,0.233075,2.3353,6.9925,TAF,TAF,0.3546154395978218,2.2722765045254207,0.1688289476166939,0.1428585548088893,0.1761037522711851,0.1428585548088893,0.1761037522711851,2.63396043875132,58.4989,0.5765051271691949,0.4167,0.1373,0.1956,0.6999,0.5765051271691949
1298.1212,59.6757,0.23361,2.3345,6.9595,TAF,TAF,0.349633216234318,2.2724079044577814,0.1710394458860715,0.1445425776483349,0.1773206916703022,0.1445425776483349,0.1773206916703022,2.6360067913955425,58.5031,0.5750734897742232,0.4126,0.1386,0.1963,0.7013,0.5750734897742232
1298.2736,57.6241,0.238419,2.3368999,6.8515,TAF,TAF,0.3224771868704383,2.283068204039394,0.1853103425630887,0.1520648919841283,0.1822971282532319,0.1520648919841283,0.1822971282532319,2.6543817193637134,58.5074,0.569425386844342,0.3893,0.1434,0.1979,0.7048,0.569425386844342
1298.426,55.0797,0.2391,2.3373000000000004,6.768,TAF,TAF,0.2887982040699629,2.291535833226318,0.194066760468488,0.1600232147260182,0.1870980463575772,0.1600232147260182,0.1870980463575772,2.6665063473476214,58.5116,0.5646983573435437,0.3618,0.1487,0.1993,0.7121,0.5646983573435437
1298.5784,53.4315,0.238059,2.3443,6.6893,TAF,TAF,0.2669817839112836,2.30580167357368,0.1972875604684128,0.162144400838853,0.1871739430805359,0.162144400838853,0.1871739430805359,2.676686489657432,58.5158,0.5716905978551563,0.3458,0.1485,0.1969,0.7293,0.5716905978551563
1298.7308,52.9176,0.238453,2.333,6.5765,TAF,TAF,0.2601795400576582,2.2918535221246543,0.1992242293370834,0.1679175408376856,0.1923093727180911,0.1679175408376856,0.1923093727180911,2.671157175439245,58.5201,0.5635145453972181,0.3392,0.1545,0.202,0.7219,0.5635145453972181
1298.8832,53.9858,0.240113,2.3278000000000003,6.4579,TAF,TAF,0.2743187828761882,2.2816065000492487,0.1985740054902762,0.1671810209443453,0.1928984068389879,0.1671810209443453,0.1928984068389879,2.665241608134856,58.5243,0.5653130936093165,0.35,0.1552,0.2042,0.7191,0.5653130936093165
1299.0356,56.2021,0.241392,2.3385999,6.3404,TAF,TAF,0.3036548658744173,2.290021715467449,0.1940313650839512,0.1570470303331868,0.1855146740089134,0.1570470303331868,0.1855146740089134,2.665684225783776,58.5285,0.5877616902798054,0.3745,0.1465,0.1989,0.7334,0.5877616902798054
1299.188,57.5831,0.239976,2.3332,6.2919,TAF,TAF,0.3219344898515657,2.2777452572769388,0.1877383920088859,0.1541494778294614,0.1843308362530457,0.1541494778294614,0.1843308362530457,2.6536905463273697,58.5328,0.5908377083069597,0.3896,0.1455,0.2,0.7281,0.5908377083069597
1299.3404,57.3829,0.231889,2.3235,6.2532,TAF,TAF,0.3192845400179487,2.2641661128082275,0.1764899110663444,0.154840635871872,0.1847735614985546,0.154840635871872,0.1847735614985546,2.636392117515931,58.537,0.5919459979962296,0.3879,0.1475,0.2018,0.7274,0.5919459979962296
1299.4928,56.6979,0.226073,2.3266001000000003,6.1451,TAF,TAF,0.3102175288489793,2.2711031663444765,0.1703390123944343,0.1534149141311738,0.1824978074607656,0.1534149141311738,0.1824978074607656,2.634671358649189,58.5412,0.6062329116181223,0.379,0.1461,0.1992,0.7418,0.6062329116181223
1299.6452,57.5294,0.229098,2.3315999,6.0976,TAF,TAF,0.3212236891219692,2.2755683085833627,0.1718824109468298,0.1503418569042037,0.1804565777593883,0.1503418569042037,0.1804565777593883,2.6384729350293807,58.5455,0.6134323018815977,0.3881,0.1432,0.1975,0.7476,0.6134323018815977
1299.7976,56.2687,0.231204,2.3418,6.0942,TAF,TAF,0.3045364176172689,2.294420322298839,0.1791844418466996,0.151527125196868,0.180077414348487,0.151527125196868,0.180077414348487,2.655013526970401,58.5497,0.6177145653138193,0.3725,0.1425,0.1946,0.7667,0.6177145653138193
1299.95,54.3688,0.230912,2.337,6.043,TAF,TAF,0.2793883672232179,2.293188765126412,0.1847403863838416,0.1589738836721767,0.1851665430993534,0.1589738836721767,0.1851665430993534,2.659231184178772,58.5539,0.6088127386052259,0.3515,0.1484,0.1976,0.7664,0.6088127386052259
1300.1024,53.9992,0.230323,2.3475,5.9845,TAF,TAF,0.2744961521457711,2.308718874747313,0.1850429148598451,0.156137506651892,0.181871520915558,0.156137506651892,0.181871520915558,2.667609253795376,58.5582,0.6234934565546961,0.3474,0.1446,0.1932,0.7864,0.6234934565546961
1300.2548,53.6295,0.234456,2.3708999,5.9089,TAF,TAF,0.2696026134170587,2.341702651935738,0.1918066628899701,0.1505991466063279,0.1758743916141771,0.1505991466063279,0.1758743916141771,2.690201940911019,58.5624,0.6491345629944507,0.3493,0.1357,0.1846,0.8182,0.6491345629944507
1300.4072,53.6948,0.235066,2.3591001,5.796,TAF,TAF,0.2704669576934582,2.3253998863264584,0.1924553881252358,0.154853686655114,0.1802099639388757,0.154853686655114,0.1802099639388757,2.682543494621328,58.5666,0.6409564348294199,0.3487,0.1409,0.1897,0.7993,0.6409564348294199
1300.5596,54.6529,0.239275,2.3518000000000003,5.678,TAF,TAF,0.2831488604686255,2.313012005443423,0.1955397586835336,0.1562182149307062,0.1827634205996399,0.1562182149307062,0.1827634205996399,2.678877766572348,58.5709,0.6373576257293363,0.3597,0.1432,0.1936,0.7827,0.6373576257293363
1300.712,55.5326,0.240927,2.3598000000000003,5.577,TAF,TAF,0.294793020651607,2.3220942891357312,0.1953319334689756,0.1513327072423149,0.1789695529284031,0.1513327072423149,0.1789695529284031,2.6833244781526995,58.5751,0.6544332746376219,0.3705,0.1384,0.1902,0.7941,0.6544332746376219
1300.8644,55.5591,0.233734,2.3645,5.4785,TAF,TAF,0.2951437882369759,2.328698664247928,0.185050045584206,0.1466890014820885,0.174358731629305,0.1466890014820885,0.174358731629305,2.677887001970264,58.5793,0.6773512988136872,0.3673,0.1349,0.1863,0.8142,0.6773512988136872
1301.0168,55.7312,0.232188,2.3553,5.3986,TAF,TAF,0.2974217920649754,2.3152107353595035,0.182314753475964,0.148800810184052,0.1766841031901434,0.148800810184052,0.1766841031901434,2.668609815529732,58.5836,0.6739529462362426,0.3669,0.1384,0.1898,0.8114,0.6739529462362426
1301.1692,56.0696,0.233178,2.3443999,5.3552,TAF,TAF,0.3019010279475728,2.298731907326073,0.1826569660222524,0.1520345498875382,0.1803377712576232,0.1520345498875382,0.1803377712576232,2.6603231645848746,58.5878,0.6631619457482099,0.3702,0.1428,0.1946,0.8009,0.6631619457482099
1301.3216,56.4058,0.232813,2.3378,5.3164,TAF,TAF,0.3063511435023283,2.2882466878608967,0.1810571712152843,0.1531886856298762,0.1819091053332195,0.1531886856298762,0.1819091053332195,2.6533888898544005,58.592,0.6595729910356674,0.3749,0.1446,0.1971,0.7996,0.6595729910356674
1301.474,56.4475,0.232752,2.3292,5.2952,TAF,TAF,0.3069031060800597,2.275709794604918,0.1808346191873955,0.1560853157799335,0.1848574819749391,0.1560853157799335,0.1848574819749391,2.646501736976316,58.5963,0.6509732212990593,0.3767,0.148,0.2007,0.7938,0.6509732212990593
1301.6264,56.1339,0.231184,2.3227998,5.2765,TAF,TAF,0.3027521357113169,2.267568175515652,0.1795928806878262,0.1586712271641618,0.1870542398870978,0.1586712271641618,0.1870542398870978,2.6410091754764515,58.6005,0.6457499650987749,0.3739,0.1508,0.2031,0.7964,0.6457499650987749
1301.7788,56.0412,0.233081,2.3385999,5.1715,TAF,TAF,0.3015251109881586,2.2905095132945985,0.1826081555123482,0.1541416440726433,0.1824096232277831,0.1541416440726433,0.1824096232277831,2.655949728310008,58.6047,0.6689054902454272,0.3707,0.1453,0.1972,0.8256,0.6689054902454272
1301.9312,56.5128,0.236009,2.3506001000000003,5.1406,TAF,TAF,0.3077674503564592,2.306406781144306,0.1853284599825612,0.149626825904111,0.178480024375029,0.149626825904111,0.178480024375029,2.666656390483295,58.609,0.6838366236354304,0.3762,0.1402,0.1928,0.8458,0.6838366236354304
1302.0836,56.9978,0.233767,2.3956001,5.1218,TAF,TAF,0.3141871589943427,2.370678213140148,0.1805179007299439,0.1312536355064903,0.1607086816622099,0.1312536355064903,0.1607086816622099,2.695091723546576,58.6132,0.7547937660717454,0.3856,0.1188,0.1728,0.9305,0.7547937660717454
1302.236,56.9652,0.233404,2.4068999,5.0162,TAF,TAF,0.3137556486817757,2.3871942371296635,0.1800955049378144,0.1272013574726561,0.1566159495365725,0.1272013574726561,0.1566159495365725,2.7028282616746213,58.6174,0.7823559989574216,0.3865,0.1138,0.1679,0.96,0.7823559989574216
1302.3884,57.0576,0.236572,2.4163999,4.9676,TAF,TAF,0.3149787024511374,2.400950284144117,0.184416827030244,0.1251932127073803,0.1547224660621744,0.1251932127073803,0.1547224660621744,2.714241938607972,58.6217,0.7952962652725474,0.3903,0.1101,0.1647,0.9818,0.7952962652725474
1302.5408,58.551,0.233879,2.3783000000000003,4.8423,TAF,TAF,0.3347461104507562,2.3422215997134845,0.1754485966573151,0.1326632115030768,0.1640456593578352,0.1326632115030768,0.1640456593578352,2.676556080782552,58.6259,0.7591844299878897,0.3991,0.1236,0.1795,0.9146,0.7591844299878897
1302.6932,59.8985,0.230296,2.3798000000000004,4.8087,TAF,TAF,0.3525823112539478,2.341569227686741,0.1651054534332417,0.1264989757071206,0.1595535673871781,0.1264989757071206,0.1595535673871781,2.6673535178162497,58.6301,0.7781085291646965,0.4109,0.1198,0.1773,0.9204,0.7781085291646965
1302.8456,60.9062,0.225663,2.3868,4.7731,TAF,TAF,0.3659207450568243,2.350327917200723,0.1539093709016821,0.1189751199583249,0.1532801898074022,0.1189751199583249,0.1532801898074022,2.662217135361932,58.6344,0.807891303643209,0.4194,0.1138,0.1725,0.9378,0.807891303643209
1302.998,61.8406,0.228235,2.3858999,4.752,TAF,TAF,0.3782889424820579,2.3468972817438587,0.1541453525273901,0.1174618577970379,0.1529264461547308,0.1174618577970379,0.1529264461547308,2.660649008197725,58.6386,0.8087749459019231,0.4301,0.113,0.1732,0.93,0.8087749459019231
1303.1504,61.0528,0.226591,2.3803999,4.7333,TAF,TAF,0.3678612178121103,2.3398974371433,0.1547754646964227,0.1211474248349805,0.1556344140048658,0.1211474248349805,0.1556344140048658,2.657564500816929,58.6428,0.7997943514776321,0.4213,0.1165,0.1754,0.9283,0.7997943514776321
1303.3028,62.1648,0.221581,2.3718000000000004,4.7329,TAF,TAF,0.3825802198849482,2.3233438698944373,0.1420069875699965,0.1185015164469746,0.1543684120611885,0.1185015164469746,0.1543684120611885,2.637660395832697,58.6471,0.8025939718853357,0.4312,0.1168,0.1771,0.9202,0.8025939718853357
1303.4552,62.9725,0.221979,2.3812002000000003,4.7517,TAF,TAF,0.3932713511567388,2.3366053216191984,0.1389979313749659,0.1128632114588055,0.1497324006297497,0.1128632114588055,0.1497324006297497,2.642060122930672,58.6513,0.8212705160179002,0.4399,0.1113,0.1729,0.936,0.8212705160179002
1303.6076,63.7659,0.222664,2.3835,4.7729,TAF,TAF,0.4037732002975568,2.3384652618211934,0.136430264349826,0.1098572501409437,0.1477109876688397,0.1098572501409437,0.1477109876688397,2.6407870523309467,58.6555,0.8271887852273239,0.4489,0.1088,0.1716,0.9386,0.8271887852273239
1303.76,64.3626,0.220121,2.3793,4.7941,TAF,TAF,0.4116714273990517,2.3298290559177817,0.129240706556514,0.1082887105626291,0.1468829068812902,0.1082887105626291,0.1468829068812902,2.629815546878317,58.6598,0.8276696191826881,0.4539,0.1089,0.1725,0.928,0.8276696191826881
1303.9124,64.2399,0.231315,2.3873999,4.8153,TAF,TAF,0.4100473072962305,2.343889627466396,0.1488228522933536,0.1107484698279072,0.1491904048869288,0.1107484698279072,0.1491904048869288,2.65447478668369,58.664,0.8142314712893232,0.4571,0.1082,0.1722,0.9259,0.8142314712893232
1304.0648,64.5422,0.239251,2.3877002000000003,4.8542,TAF,TAF,0.4140487050719668,2.343677511186913,0.1609928231942857,0.1130513004129346,0.1518683665134315,0.1130513004129346,0.1518683665134315,2.6648965675141514,58.6682,0.7965998949863121,0.4637,0.1091,0.1741,0.911,0.7965998949863121
1304.2172,64.8723,0.241726,2.3814001,4.8955,TAF,TAF,0.4184180778995242,2.332046024140089,0.1638284635654575,0.1152732937498008,0.1544999885528811,0.1152732937498008,0.1544999885528811,2.6613329454909884,58.6725,0.7795448534410317,0.4676,0.1118,0.1772,0.8897,0.7795448534410317
1304.3696,64.1433,0.239855,2.3701001,5.0077,TAF,TAF,0.4087686601737159,2.3148584832741173,0.1637023655877869,0.1207261970934654,0.1590482589847512,0.1207261970934654,0.1590482589847512,2.6522360164500025,58.6767,0.751324883274872,0.4594,0.1175,0.1818,0.8664,0.751324883274872
1304.522,62.8921,0.237995,2.3747,5.1109,TAF,TAF,0.3922071355392423,2.326109108212701,0.1657184683315221,0.1222175454670237,0.1589869644238277,0.1222175454670237,0.1589869644238277,2.6598859578332466,58.6809,0.746312322856977,0.4447,0.1177,0.18,0.8662,0.746312322856977
1304.6744,62.0071,0.232013,2.3598000000000003,5.2115,TAF,TAF,0.380492821839187,2.3044003957019763,0.159547000972162,0.1276829121354056,0.1633541141828294,0.1276829121354056,0.1633541141828294,2.6430368815747576,58.6852,0.7222152107430576,0.4357,0.1239,0.1849,0.8378,0.7222152107430576
1304.8268,61.4515,0.220714,2.3402,5.3302,TAF,TAF,0.3731386154078302,2.274841659258633,0.1437566371485583,0.1313558818961058,0.1663376270905899,0.1313558818961058,0.1663376270905899,2.612795424693462,58.6894,0.7027222057198848,0.4254,0.131,0.1906,0.8163,0.7027222057198848
1304.9792,61.4549,0.212952,2.3377,5.3464,TAF,TAF,0.3731836195508587,2.2708406743940985,0.1313586174920969,0.1287146109839223,0.1637005753168153,0.1287146109839223,0.1637005753168153,2.599238951723655,58.6936,0.7120026045595373,0.4202,0.1309,0.1897,0.8331,0.7120026045595373
1305.1316,62.413,0.209451,2.349,5.2428,TAF,TAF,0.3858655223260259,2.285540905662004,0.1211429579196931,0.1201249174825914,0.1562998102006563,0.1201249174825914,0.1562998102006563,2.598137073139651,58.6979,0.7487176222820738,0.428,0.1235,0.1834,0.8694,0.7487176222820738
1305.284,63.4065,0.204891,2.3968999,4.9852,TAF,TAF,0.3990159976491954,2.3616447363119586,0.108547649467552,0.098462414213647,0.135870163993259,0.098462414213647,0.135870163993259,2.628440892344936,58.7021,0.8728291981005102,0.436,0.1,0.161,1.0,0.8728291981005102
1305.4364,63.6599,0.200111,2.4086001,4.7772,TAF,TAF,0.4023701299560813,2.380726521422101,0.0991942630160287,0.0914758852160639,0.1291980848994465,0.0914758852160639,0.1291980848994465,2.630261612667782,58.7063,0.9350574489365779,0.4367,0.0933,0.1544,1.0,0.935057448936578
1305.5888,63.1533,0.191133,2.4093999,4.5794,TAF,TAF,0.3956645126448406,2.3828186068011923,0.0871211796691394,0.0886395081115725,0.1257330561720263,0.0886395081115725,0.1257330561720263,2.620501982370989,58.7106,0.9833318354668931,0.427,0.0919,0.1517,1.0,0.9833318354668932
1305.7412,61.9891,0.181565,2.4268,4.4166,TAF,TAF,0.3802545646113892,2.412565274909282,0.0782190551441771,0.0821040756449338,0.1177529410772515,0.0821040756449338,0.1177529410772515,2.628280387005292,58.7148,1.0,0.412,0.0843,0.1419,1.0,1.0
1305.8936,58.8787,0.171999,2.4825,4.2941,TAF,TAF,0.3390837156479405,2.499174155289367,0.0806754210565317,0.0693224579915711,0.1011115563335655,0.0693224579915711,0.1011115563335655,2.674846099064468,58.719,1.0,0.3813,0.0633,0.1167,1.0,1.0
1306.046,54.2681,0.178179,2.5555,4.3512,TAF,TAF,0.2780554503988161,2.596133106840796,0.112002497151731,0.0676434078906264,0.0937111063655153,0.0676434078906264,0.0937111063655153,2.761145630755245,58.7233,1.0,0.3457,0.0407,0.0891,1.0,1.0
1306.1984,52.4784,0.210725,2.5725,4.432,TAF,TAF,0.2543660636993935,2.6142897325834875,0.1632126326076305,0.0864599485128126,0.1103067669846307,0.0864599485128126,0.1103067669846307,2.826026557381953,58.7275,1.0,0.347,0.0436,0.0922,1.0,1.0
