DEPTH,GR,NPHI,RHOB,RT,MARKER,ZONE,VSH_LINEAR,RHOB_SR,NPHI_SR,PHIE_DEN,PHIT_DEN,PHIE,PHIT,RHO_MAT,FTEMP,SW,VSH_Z4,PHIE_Z4,PHIT_Z4,SW_Z4,SW.1
1327.382,75.8114,0.326617,2.0144,2.294,A,TAF,0.5632136134885359,1.452716170989072,0.2964658223742825,0.2522252568023145,0.3050265330668648,0.1310359159534392,0.1838371922179894,2.0714079435536745,59.3159,1.0,0.5814,0.062,0.1434,1.0,0.9817900275479776
1327.5344,75.8544,0.330215,1.9968999,2.2957,A,TAF,0.5637827835327194,1.4112970719738067,0.3046441560463168,0.2603754763877568,0.3132301123439492,0.1308651649401842,0.1837198008963766,2.020320111689164,59.3202,1.0,0.5815,0.061,0.1424,1.0,0.9818622875718443
1327.6868,75.5144,0.324297,2.0531001,2.3141,A,TAF,0.5592823692298732,1.549423593954156,0.2916792108927306,0.2375573681852333,0.2899900903005339,0.132215289231038,0.1846480113463386,2.191870208946505,59.3244,1.0,0.5764,0.0585,0.1392,1.0,0.9736224200993816
1327.8392,75.3119,0.323426,2.0692,2.3349,A,TAF,0.5566019754171486,1.5911779509882649,0.2900673919893964,0.2317549050322121,0.2839363402275698,0.1330194073748554,0.185200842570213,2.238533698622865,59.3286,1.0,0.574,0.0584,0.1388,1.0,0.9665012328041402
1327.9916,77.479,0.332887,2.0712,2.3736,A,TAF,0.5852868219927305,1.536597629185152,0.3087353358718202,0.2287886012391335,0.283659240800952,0.1244139534021808,0.1792845929639993,2.196905282662335,59.3329,1.0,0.5983,0.0526,0.1364,1.0,0.9827147634534616
1328.144,79.9425,0.347878,2.0862,2.4503,A,TAF,0.6178949709193816,1.497905752836234,0.3444465530717936,0.2224946573480951,0.2804223108717871,0.1146315087241855,0.1725591622478775,2.1919795067310743,59.3371,1.0,0.6266,0.0479,0.1357,1.0,0.9959957478961864
1328.2964,81.7934,0.349278,2.0822,2.5319,A,TAF,0.6423944321933167,1.4214925238557024,0.3479810157754862,0.2192254441328296,0.2794499221509531,0.1072816703420049,0.1675061483601284,2.0892321044237505,59.3413,1.0,0.6464,0.0405,0.131,1.0,1.0
1328.4488,82.8395,0.338715,2.0787,2.6127,A,TAF,0.6562411480821617,1.3698823596003151,0.3171717544521669,0.2126005528245524,0.274123160457255,0.1031276555753514,0.1646502632080541,1.9694417826387804,59.3456,1.0,0.6544,0.0273,0.1189,1.0,0.9996052562390172
1328.6012,83.1305,0.297874,2.1055,2.7638,A,TAF,0.6600929732648917,1.4364875601160458,0.1966463006055415,0.180787932252372,0.2426716484959555,0.1019721080205324,0.163855824264116,1.9324159947504225,59.3498,1.0,0.6537,0.0157,0.1072,1.0,0.9728537252934356
1328.7536,83.9528,0.295506,2.1644001,2.9947,A,TAF,0.6709773576214516,1.5819749366324438,0.1843761401766892,0.1557034762891978,0.2186076035662088,0.0987067927135645,0.1616109199905755,2.1047995196917832,59.354,1.0,0.6606,0.0071,0.0996,1.0,0.941505606892938
1328.906,84.5931,0.297536,2.2133000000000003,3.2175,A,TAF,0.6794526966747234,1.711575444421045,0.1863299286696481,0.1372530415930824,0.2009517319063377,0.0961641909975829,0.1598628813108382,2.244412059963514,59.3583,1.0,0.6664,0.0017,0.095,1.0,0.9132501816839362
1329.0584,82.4507,0.294097,2.2007,3.4377,A,TAF,0.6510947919617306,1.735479281316271,0.189775965757816,0.1470441079630065,0.2080842447094187,0.1046715624114808,0.165711699157893,2.2712332963597928,59.3625,1.0,0.6409,0.0033,0.0931,1.0,0.8535300511255317
1329.2108,78.6097,0.284137,2.2077998,3.8158,A,TAF,0.600253346852225,1.8441157528329184,0.1852381452568351,0.1520996402673481,0.2083733915347441,0.1199239959443325,0.1761977472117285,2.362554077028979,59.3667,1.0,0.5956,0.0078,0.0912,1.0,0.7654468070824183
1329.3632,75.6087,0.251322,2.2467,4.0758,A,TAF,0.5605305723732803,1.9873967169960207,0.125461058729628,0.1318541611904089,0.1844039023504039,0.1318408282880159,0.1843905694480109,2.4106278764567928,59.371,1.0,0.5604,0.0113,0.0898,1.0,0.7115480364589467
1329.5156,73.4348,0.235883,2.3247002,4.316,A,TAF,0.5317557175116415,2.182405061447568,0.1062874673160858,0.1046963655943417,0.1545484641110581,0.1046963655943417,0.1545484641110581,2.522920044043394,59.3752,1.0,0.5336,0.0107,0.0854,1.0,0.8132927248916713
1329.668,69.9663,0.218591,2.4591001,4.5921,A,TAF,0.4858448733662835,2.4676991330604445,0.0944176024065678,0.0625195828442313,0.1080675397223203,0.0625195828442313,0.1080675397223203,2.670871666315599,59.3794,1.0,0.4902,0.0077,0.0763,1.0,1.0
1329.8204,68.6776,0.186994,2.5081001,4.7679,A,TAF,0.4687869795072311,2.559372507372098,0.0431438166767998,0.0358293645567987,0.0797781438856016,0.0358293645567987,0.0797781438856016,2.6721564585117896,59.3837,1.0,0.487,0.0419,0.1101,1.0,1.0
1329.9728,69.5308,0.17657,2.5239001,4.7892,A,TAF,0.4800803721048438,2.59213754594951,0.0164292119493269,0.0220960827898555,0.0671036176746846,0.0220960827898555,0.0671036176746846,2.6628051617624515,59.3879,1.0,0.4931,0.0302,0.0992,1.0,1.0
1330.1252,70.7257,0.167302,2.5438999,4.6859,A,TAF,0.4958966810768168,2.636271140211058,-0.0124217360644674,0.0032585604462096,0.0497488742971611,0.0032585604462096,0.0497488742971611,2.6469169308009004,59.3921,1.0,0.5029,0.0172,0.0876,1.0,1.0
1330.2776,73.1842,0.166654,2.5517002000000004,4.3932,A,TAF,0.5284386474401909,2.665666952874602,-0.015,-0.0011091886713156,0.0484319345262022,0.0,0.0495411231975178,2.661758228397081,59.3964,1.0,0.5297,0.0083,0.0825,1.0,1.0
1330.43,76.7338,0.179865,2.5429001,4.1977,A,TAF,0.5754229727619043,2.6688062331217544,-0.015,-0.0012395590787201,0.0527063446177083,0.0,0.0539459036964285,2.6639483107594915,59.4006,1.0,0.5728,0.0079,0.0881,1.0,1.0
1330.5824,80.8377,0.187495,2.5213999,4.0192,A,TAF,0.6297442970485224,2.642839433480264,-0.015,0.0006566081404138,0.0596951359887127,0.0006566081404138,0.0596951359887127,2.645758005956659,59.4049,1.0,0.6199,0.008,0.0948,1.0,1.0
1330.7348,83.9869,0.194622,2.4835999,3.8239,A,TAF,0.6714287227030019,2.5522606122982223,-0.015,0.005961414908182,0.0689078576615884,0.005961414908182,0.0689078576615884,2.5809443899329736,59.4091,1.0,0.653,0.02,0.1114,1.0,1.0
1330.8872,85.1453,0.198669,2.4647,3.8012,A,TAF,0.6867618989630517,2.496929156929942,-0.015,0.0088155671195186,0.0731994951473046,0.0088155671195186,0.0731994951473046,2.540277720146552,59.4133,1.0,0.6654,0.027,0.1201,1.0,1.0
1331.0396,84.4457,0.201747,2.4565999,3.9073,A,TAF,0.677501634709313,2.4704649099354383,-0.015,0.010618629817638,0.0741344080716361,0.010618629817638,0.0741344080716361,2.5205301138023954,59.4175,1.0,0.6587,0.0326,0.1248,1.0,1.0
1331.192,83.4249,0.211056,2.4557,4.0285,A,TAF,0.6639898025906502,2.4669637708734657,-0.015,0.0112761332129572,0.0735251772058307,0.0112761332129572,0.0735251772058307,2.517902926086167,59.4218,1.0,0.6523,0.0371,0.1284,1.0,1.0
1331.3444,84.2536,0.218093,2.4522,4.3239,A,TAF,0.674958900628205,2.4567683748432176,-0.015,0.0115069382063095,0.0747843351402037,0.0115069382063095,0.0747843351402037,2.510232863713952,59.426,1.0,0.664,0.0387,0.1316,1.0,1.0
1331.4968,85.1226,0.232566,2.4509001,5.0986,A,TAF,0.6864614301257734,2.452870779184715,-0.015,0.011320588577376,0.0756763476516672,0.011320588577376,0.0756763476516672,2.507292929305183,59.4302,1.0,0.6798,0.041,0.1362,1.0,1.0
1331.6492,83.6811,0.241846,2.4542998,5.4473,A,TAF,0.6673809971329714,2.462927102669833,0.0248411874614488,0.0287568898575382,0.0913238583387543,0.0287568898575382,0.0913238583387543,2.6013755362189346,59.4345,1.0,0.6694,0.0444,0.1381,1.0,1.0
1331.8016,80.4223,0.244473,2.4863000000000004,5.7972,A,TAF,0.624245849691457,2.546605719378464,0.0691594559545154,0.031557011439205,0.090080059847779,0.031557011439205,0.090080059847779,2.688403104849741,59.4387,1.0,0.6402,0.037,0.1266,1.0,1.0
1331.954,76.7074,0.239453,2.4942,6.0174,A,TAF,0.575073528827801,2.554017996050165,0.089844402503224,0.0385114551391179,0.0924245984667242,0.0385114551391179,0.0924245984667242,2.708896796969082,59.4429,1.0,0.6002,0.0393,0.1233,1.0,1.0
1332.1064,73.0156,0.228748,2.5017,6.1137,A,TAF,0.5262069714064854,2.5591193767740203,0.0940823467581521,0.0435178324316764,0.0928497360010344,0.0435178324316764,0.0928497360010344,2.716807982542296,59.4472,1.0,0.5474,0.049,0.1256,1.0,1.0
1332.2588,71.3549,0.220007,2.5253999,6.1251,A,TAF,0.5042250948396132,2.602084946646518,0.0877983462919602,0.0389659537228365,0.0862370563640503,0.0389659537228365,0.0862370563640503,2.738743319243264,59.4514,1.0,0.5271,0.0405,0.1143,1.0,1.0
1332.4112,72.1848,0.220038,2.575,6.1963,A,TAF,0.5152100766923543,2.7078436431746447,0.0819209955658945,0.0255051473380806,0.0738060920279888,0.0255051473380806,0.0738060920279888,2.802684156138785,59.4556,1.0,0.5383,0.0179,0.0933,1.0,1.0
1332.5636,73.956,0.205497,2.5815,6.2773,A,TAF,0.5386545879076515,2.735035889711368,0.0367791545934469,0.0111166850499099,0.0616155526662522,0.0111166850499099,0.0616155526662522,2.77787599825556,59.4599,1.0,0.5518,0.0085,0.0857,1.0,1.0
1332.716,74.7822,0.189266,2.6278999,6.3239,A,TAF,0.5495905946635676,2.844973768070225,-0.0068619973198385,-0.0008503624735031,0.0506737557762062,0.0,0.0515241182497094,2.841497064475356,59.4641,1.0,0.5296,0.0001,0.0741,1.0,1.0
1332.8684,71.3301,0.187813,2.6493,6.2956,A,TAF,0.5038968293257585,2.851730953924637,0.023078082166708,0.0018004763163167,0.0490408040656065,0.0018004763163167,0.0490408040656065,2.858475804326601,59.4683,1.0,0.4896,0.0001,0.0685,1.0,1.0
1333.0208,67.2299,0.195251,2.6322,6.2221,A,TAF,0.4496244801359655,2.781046700705385,0.0688301542949632,0.0172924152130747,0.0594447102258214,0.0172924152130747,0.0594447102258214,2.838821180507442,59.4726,1.0,0.476,0.0001,0.0666,1.0,1.0
1333.1732,64.4649,0.202069,2.6155,6.1788,A,TAF,0.4130255226437022,2.731954337683306,0.0979771170523913,0.0323434140055699,0.071064556753417,0.0323434140055699,0.071064556753417,2.8329535782307307,59.4768,1.0,0.4502,0.0129,0.0759,1.0,1.0
1333.3256,64.7493,0.213659,2.596,6.2454,A,TAF,0.4167899868429065,2.700338637379797,0.1162231495958983,0.0415141633819932,0.0805882246485156,0.0415141633819932,0.0805882246485156,2.830648175520448,59.481,1.0,0.457,0.0229,0.0869,1.0,1.0
1333.478,66.5725,0.214392,2.5507,6.3264,A,TAF,0.440922796716286,2.6301182366380584,0.10744315954306,0.046548883725817,0.0878853959179688,0.046548883725817,0.0878853959179688,2.7781689518103496,59.4853,1.0,0.4746,0.0384,0.1048,1.0,1.0
1333.6304,69.5133,0.197495,2.4887,6.3378,A,TAF,0.4798487331333738,2.5244014337081744,0.0568064432127888,0.0444321680569504,0.0894179867882042,0.0444321680569504,0.0894179867882042,2.6667805411651906,59.4895,1.0,0.5001,0.0499,0.12,1.0,1.0
1333.7828,72.6113,0.180441,2.4693999,6.269,A,TAF,0.5208554493398951,2.4904886165840208,-0.003878594187084,0.0242936294226455,0.0731238277982606,0.0242936294226455,0.0731238277982606,2.570095750304786,59.4937,1.0,0.5258,0.0447,0.1183,1.0,1.0
1333.9352,75.4401,0.14426,2.488,5.9464,A,TAF,0.5582988963395749,2.5360310279623253,-0.015,0.0093095450590605,0.0616500665908956,0.0093095450590605,0.0616500665908956,2.56910232591547,59.498,1.0,0.5395,0.0226,0.0981,1.0,1.0
1334.0876,77.8303,0.129502,2.5302,5.4496,A,TAF,0.5899368088885829,2.6455796124558977,-0.015,0.0005241289243877,0.0558307047576923,0.0005241289243877,0.0558307047576923,2.647685628589413,59.5022,1.0,0.5528,0.0019,0.0793,1.0,1.0
1334.24,80.3111,0.136512,2.548,5.1423,A,TAF,0.6227739494841731,2.709791177905112,-0.015,-0.0038954656512795,0.0544895921128616,0.0,0.0583850577641411,2.6923153007324627,59.5064,1.0,0.5703,0.0001,0.0798,1.0,1.0
1334.3924,84.0179,0.162384,2.5252,4.6899,A,TAF,0.6718390545953201,2.679155848838944,-0.015,-0.0015718817217238,0.0614130296465874,0.0,0.0629849113683112,2.671151082041176,59.5107,1.0,0.632,0.0007,0.0892,1.0,1.0
1334.5448,88.9712,0.181613,2.485,4.0218,A,TAF,0.7374034727314602,2.583284321632356,-0.015,0.0032920723090938,0.0724236478776681,0.0032920723090938,0.0724236478776681,2.603385351032269,59.5149,1.0,0.6999,0.0068,0.1048,1.0,1.0
1334.6972,93.5058,0.191713,2.4615,3.71,A,TAF,0.797425763018772,2.506769311692215,-0.015,0.0053408614614281,0.080099526744438,0.0053408614614281,0.080099526744438,2.547570956580516,59.5191,1.0,0.7506,0.0107,0.1158,1.0,1.0
1334.8496,96.1649,0.19808,2.4607,3.3649,A,TAF,0.8326229738208254,2.513927530822216,-0.015,0.0041963553447818,0.0822547591404842,0.0041963553447818,0.0822547591404842,2.552859702464197,59.5234,1.0,0.7818,0.0075,0.117,1.0,1.0
1335.002,97.1142,0.210912,2.4583000000000004,2.8691,A,TAF,0.8451883952846247,2.503613551873324,-0.015,0.0041698955589719,0.0834063076169054,0.0041698955589719,0.0834063076169054,2.545234903008267,59.5276,1.0,0.7966,0.0001,0.1115,1.0,1.0
1335.1544,98.0635,0.219443,2.4553000000000003,2.667,A,TAF,0.8577538167484242,2.4872593476945983,-0.015,0.0042518720751063,0.084666292395271,0.0042518720751063,0.084666292395271,2.5330846895872563,59.5318,1.0,0.8097,0.0001,0.1134,1.0,1.0
1335.3068,100.1558,0.227237,2.4312998,2.5092,A,TAF,0.8854485721773798,2.286752798673475,-0.015,0.0075750477437094,0.0905858513853387,0.0075750477437094,0.0905858513853387,2.3778683690181923,59.5361,1.0,0.8369,0.0001,0.1172,1.0,1.0
1335.4592,100.1846,0.236606,2.3921001,2.3514,A,TAF,0.8858297837418564,1.9428633587845168,-0.015,0.0146455368205972,0.0976920790463962,0.0146455368205972,0.0976920790463962,2.0816102516748973,59.5403,1.0,0.8411,0.0001,0.1178,1.0,1.0
1335.6116,98.6945,0.250927,2.3582002,2.2282,A,TAF,0.8661060562340004,1.7643842251712736,-0.015,0.0214945457278209,0.1026919884997584,0.0214945457278209,0.1026919884997584,1.9105602009179408,59.5445,1.0,0.8283,0.0001,0.116,1.0,1.0
1335.764,97.3808,0.27956,2.2816001,2.1101,A,TAF,0.8487172495585622,1.3368532631207783,-0.015,0.0359751251229432,0.1155423672690583,0.0359751251229432,0.1155423672690583,1.441948986455374,59.5488,1.0,0.817,0.0001,0.1144,1.0,1.0
1335.9164,96.157,0.312212,2.211,2.0791,A,TAF,0.8325184053708474,1.0229775231170442,0.1243752077135856,0.10561416446669,0.1836627649702069,0.0502444783887457,0.1282930788922626,1.0622025547556313,59.553,1.0,0.8084,0.0045,0.1176,1.0,1.0
1336.0688,95.2584,0.350405,2.0782002000000004,2.0604,A,TAF,0.8206240750986782,0.3772591893001578,0.3522578280793413,0.1820153474209128,0.2589488544614138,0.0538127774703965,0.1307462845108975,43.32164727850883,59.5572,1.0,0.804,0.0223,0.1349,1.0,1.0
1336.2212,93.9424,0.377262,2.0267001,2.0247,A,TAF,0.8032048244441328,0.2990331442102259,0.4885298187468052,0.22038011885911,0.2956805711507474,0.0590385526667601,0.1343390049583975,6.848939031582328,59.5615,1.0,0.7909,0.0305,0.1412,1.0,1.0
1336.3736,91.7969,0.37565,2.0550999,2.0213,A,TAF,0.7748058865419081,0.6964013204612922,0.4639017339579501,0.2137597552239664,0.2863978070872703,0.0675582340374275,0.1401962859007314,-4.979228049871884,59.5657,1.0,0.7652,0.0317,0.1388,1.0,1.0
1336.526,89.7968,0.375001,2.1071001000000003,2.0227,A,TAF,0.7483315375797832,1.08749356314876,0.4493410130120126,0.1981840165922019,0.2683400982403066,0.075500538726065,0.1456566203741696,1.4116967123511073,59.57,1.0,0.7411,0.0325,0.1363,1.0,1.0
1336.6784,87.512,0.368184,2.1443999,2.0593,A,TAF,0.7180887534646573,1.365970527051365,0.4145025703070712,0.1869447358939249,0.2542655565312365,0.0845733739606028,0.1518941945979144,2.0863956860098694,59.5742,1.0,0.7146,0.0363,0.1363,1.0,1.0
1336.8308,85.5424,0.361988,2.1609001,2.1006,A,TAF,0.6920181181385228,1.5113087424083274,0.3889243676528734,0.1835444599770226,0.2484211585525091,0.0923945645584431,0.1572712631339296,2.265486107911839,59.5784,1.0,0.6936,0.0445,0.1417,1.0,1.0
1336.9832,85.7933,0.381212,2.1915,2.1419,A,TAF,0.6953391591637701,1.6015155039601674,0.4524483485121672,0.1782633556136668,0.2434514017852703,0.0913982522508689,0.1565862984224723,2.4498565291061665,59.5826,1.0,0.6972,0.046,0.1436,1.0,1.0
1337.1356,87.0788,0.394004,2.158,2.1833,A,TAF,0.712354696182325,1.4348608820497712,0.5029800744735681,0.1927200769010005,0.2595033296680935,0.0862935911453024,0.1530768439123954,2.3177286438875626,59.5869,1.0,0.7119,0.0433,0.1429,1.0,1.0
1337.288,86.5822,0.410645,2.1002,2.2247,A,TAF,0.7057814439976386,1.261087904336011,0.5561222814223631,0.2234565446951074,0.2896235550698861,0.0882655668007084,0.1544325771754869,2.085567026492211,59.5911,1.0,0.7079,0.049,0.1481,1.0,1.0
1337.4404,87.2142,0.406492,2.0823,2.2482,A,TAF,0.7141469199958703,1.163674871039738,0.5476259972402043,0.2275801172438628,0.2945313909934756,0.0857559240012389,0.1527071977508517,1.8028932079267688,59.5953,1.0,0.7145,0.0459,0.146,1.0,1.0
1337.5928,87.5774,0.393019,2.0992,2.269,A,TAF,0.7189544213923222,1.2018038827086657,0.5030676988875598,0.214664702958575,0.2820666799641052,0.0843136735823033,0.1517156505878334,1.854404049758863,59.5996,1.0,0.7175,0.0418,0.1423,1.0,1.0
1337.7452,87.8842,0.373939,2.0738000000000003,2.3085,A,TAF,0.7230153834750083,1.0918018274092272,0.4364271824924257,0.2160966449353374,0.2838793371361194,0.0830953849574975,0.1508780771582795,1.4176144039187997,59.6038,1.0,0.7202,0.0392,0.14,1.0,1.0
1337.8976,88.5145,0.364688,2.0366001,2.3319,A,TAF,0.7313583574017255,0.9111473634480536,0.4046750677145181,0.2247078681900859,0.2932727141964977,0.0805924927794823,0.149157338785894,0.4566932034855291,59.608,1.0,0.7266,0.0356,0.1373,1.0,1.0
1338.05,88.5073,0.348513,2.0153,2.3528,A,TAF,0.7312630545106065,0.8324330547168588,0.3444667079649506,0.2247487884751749,0.2933046998355443,0.080621083646818,0.1491769950071873,-0.0237171115358144,59.6123,1.0,0.7251,0.0317,0.1332,1.0,1.0
1338.2024,88.3698,0.331163,2.0218,2.3571,A,TAF,0.7294430340204848,0.867338845999549,0.2803769543253001,0.2130448539879884,0.2814301384274088,0.0811670897938545,0.1495523742332749,0.3759158186541425,59.6165,1.0,0.722,0.0277,0.1288,1.0,1.0
1338.3548,89.2407,0.322734,2.0352001,2.3411,A,TAF,0.7409707128920987,0.8486370628923858,0.2447377715298963,0.2002245336147947,0.269690537948429,0.0777087861323703,0.1471747904660046,0.3332608103163027,59.6207,1.0,0.7304,0.0216,0.1239,1.0,1.0
1338.5072,90.2637,0.307681,2.0431001,2.3225,A,TAF,0.7545116653386033,0.7924878393458538,0.1776129900087888,0.1838987310834071,0.2546341997089011,0.073646500398419,0.144381969023913,0.1728828928657093,59.625,1.0,0.7405,0.0151,0.1188,1.0,1.0
1338.6596,89.8812,0.292055,2.0615,2.2522,A,TAF,0.7494486992479015,0.8994193451248882,0.1187299973056928,0.1675363220674149,0.2377971376219056,0.0751653902256295,0.1454262057801202,0.6964329292286295,59.6292,1.0,0.7341,0.0106,0.1134,1.0,1.0
1338.812,89.2466,0.301174,2.1554001,2.2205,A,TAF,0.7410488083167657,1.3123342565637868,0.1614470928570698,0.1437566342706534,0.2132299600503501,0.0776853575049703,0.147158683284667,1.7021106704808302,59.6334,1.0,0.7261,0.0099,0.1115,1.0,1.0
1338.9644,90.3423,0.321107,2.1661001,2.1951,A,TAF,0.75555205523332,1.288607948735359,0.2318030561575074,0.1478440798032081,0.2186770849813319,0.073334383430004,0.1441673886081277,1.7302981090700906,59.6377,1.0,0.7405,0.0127,0.1164,1.0,1.0
1339.1168,92.2412,0.323707,2.1798,2.1698,A,TAF,0.7806868691147157,1.2179716261889812,0.2301120576143112,0.1380694556309555,0.2112588496104601,0.0657939392655852,0.1389833332450898,1.5884032158074397,59.6419,1.0,0.7632,0.0115,0.1183,1.0,1.0
1339.2692,92.459,0.328442,2.1879001,2.1678,A,TAF,0.7835697815710683,1.2389865754302472,0.2503928372087335,0.1370382184877951,0.2104978855100827,0.0649290655286795,0.1383887325509671,1.6515003622569056,59.6461,1.0,0.7668,0.014,0.1213,1.0,1.0
1339.4216,91.2843,0.331739,2.201,2.1691,A,TAF,0.7680208501547349,1.3766276725038078,0.2712817185847072,0.1376604701642484,0.2096624248662548,0.0695937449535795,0.1415956996555858,1.9263251730316475,59.6504,1.0,0.7554,0.0218,0.1276,1.0,1.0
1339.574,91.12,0.342094,2.2307,2.1824,A,TAF,0.7658460911254479,1.5134365189372518,0.3162358828942906,0.1320202376614528,0.2038183087044635,0.0702461726623656,0.1420442437053763,2.177115895670272,59.6546,1.0,0.7541,0.0239,0.1295,1.0,1.0
1339.7264,91.8656,0.340358,2.232,2.1973,A,TAF,0.7757152349613362,1.4780213639904634,0.3070100091357618,0.1284982667633263,0.2012215700409516,0.0672854295115991,0.1400087327892243,2.119290413956674,59.6588,1.0,0.7618,0.02,0.1267,1.0,1.0
1339.8788,92.1022,0.338352,2.1563999,2.2122,A,TAF,0.7788469938556108,1.1224118965477183,0.297330582554256,0.1551629643909468,0.2281798700649103,0.0663459018433167,0.1393628075172802,1.4102400633494323,59.6631,1.0,0.7636,0.0172,0.1241,1.0,1.0
1340.0312,90.902,0.338144,2.1214001,2.2152,A,TAF,0.762960531366564,1.0637333926100048,0.2999830130891222,0.1718563918950126,0.243383941710628,0.0711118405900307,0.1426393904056461,1.2317676653881606,59.6673,1.0,0.7505,0.0214,0.1265,1.0,1.0
1340.1836,89.446,0.342358,2.1073999,2.2165,A,TAF,0.7436881689402584,1.113346523711009,0.3201847551538939,0.1837468270901027,0.2534675929282519,0.0768935493179224,0.1466143151560716,1.40035903600006,59.6715,1.0,0.7347,0.0266,0.1295,1.0,1.0
1340.336,88.7006,0.352932,2.0902,2.2184,A,TAF,0.733821672406901,1.09827462380777,0.3610151717704158,0.1977570519431459,0.2665528337312928,0.0798534982779297,0.1486492800660766,1.3823163886014325,59.6758,1.0,0.7271,0.0308,0.1326,1.0,1.0
1340.4884,88.4453,0.364324,2.0792,2.3249,A,TAF,0.7304423907259698,1.074412788796299,0.4031389191296703,0.2081157586723011,0.2765947328028608,0.080867282782209,0.1493462569127686,1.326463692921048,59.68,1.0,0.7249,0.0333,0.1348,1.0,1.0
1340.6408,88.6372,0.364686,2.071,2.4457,A,TAF,0.7329824775045469,1.030617494844542,0.4050001358066309,0.2109452859238131,0.2796623931898643,0.0801052567486359,0.1488223640146871,1.145801346945769,59.6842,1.0,0.7266,0.0314,0.1331,1.0,1.0
1340.7932,89.1537,0.367702,2.1033000000000004,2.5313,A,TAF,0.7398191362910762,1.1174654121070613,0.4180372866307493,0.198251456453179,0.2676095004804674,0.0780542591126771,0.1474123031399655,1.49350145160811,59.6885,1.0,0.7314,0.0275,0.1299,1.0,1.0
1340.9456,88.3607,0.372879,2.0957,2.6123,A,TAF,0.7293225817553204,1.1410618466157756,0.4345249675734624,0.2056969527842998,0.2740709448238611,0.0812032254734038,0.1495772175129651,1.5875959210859425,59.6927,1.0,0.7236,0.0324,0.1337,1.0,1.0
1341.098,87.438,0.400861,2.0353999,2.6585,FS 5,TAF,0.7171092515281554,0.984416193390416,0.5297902556896876,0.2438923880441428,0.3111213803749074,0.0848672245415533,0.1520962168723179,0.8869564087444504,59.6969,1.0,0.7159,0.0421,0.1423,1.0,1.0
1341.2504,86.563,0.436209,2.0096,2.8578,FS 5,TAF,0.7055273029546544,0.9544453885917192,0.6427571923135705,0.2699647500203508,0.3361079346723497,0.0883418091136036,0.1544849937656024,0.4526432887027198,59.7012,1.0,0.7092,0.0532,0.1525,1.0,1.0
1341.4028,83.9035,0.444845,1.9976,2.9733,FS 5,TAF,0.6703247975475389,1.0777402830586391,0.6376922476863469,0.284702741693128,0.3475456914632097,0.0989025607357383,0.16174551050582,1.5698830600624805,59.7054,1.0,0.6776,0.0552,0.15,1.0,0.9433208922201438
1341.5552,82.6719,0.369319,2.0023999,3.0392,FS 5,TAF,0.6540227085611116,1.1562731830217188,0.4058389249180316,0.2564927439439625,0.3178073728715667,0.1037931874316665,0.1651078163592707,1.6042045705092685,59.7096,1.0,0.6524,0.0275,0.1189,1.0,0.9155887841858734
1341.7076,84.5807,0.273056,2.2062,3.1002,FS 5,TAF,0.6792885639177959,1.6898150718345135,0.1100833916621613,0.1260477815759091,0.1897310844432025,0.0962134308246612,0.1598967336919545,2.136481193062373,59.7139,1.0,0.6636,0.0001,0.0929,1.0,0.930873275357702
1341.86,87.4741,0.241091,2.3958000000000004,3.2491,FS 5,TAF,0.7175870896350165,2.258082428207857,-0.015,0.0201387052695189,0.0874124949228017,0.0201387052695189,0.0874124949228017,2.354684193590072,59.7181,1.0,0.7032,0.0625,0.1609,1.0,1.0
1342.0124,88.3348,0.247748,2.449,3.5154,FS 5,TAF,0.7289797560775448,2.446310238727826,-0.015,0.0101067666565682,0.078448618788838,0.0101067666565682,0.078448618788838,2.502334635202108,59.7223,1.0,0.7205,0.0392,0.14,1.0,1.0
1342.1648,87.5259,0.250138,2.3667,3.7431,FS 5,TAF,0.7182727409905676,2.1543239610789264,-0.0044633925418503,0.0366841512032425,0.1040222206711082,0.0366841512032425,0.1040222206711082,2.32713190130158,59.7266,1.0,0.705,0.0771,0.1758,1.0,1.0
1342.3172,85.6077,0.246624,2.3607,3.9633,FS 5,TAF,0.6928824624149222,2.159231844256819,0.0133992288005931,0.0504157621007528,0.1153734929521517,0.0504157621007528,0.1153734929521517,2.386902871344193,59.7308,1.0,0.6825,0.0827,0.1782,1.0,1.0
1342.4696,82.5798,0.248743,2.3826001000000003,4.4113,FS 5,TAF,0.6528036257455467,2.255873836831592,0.0583581295529579,0.0601426262336758,0.1213429661473208,0.0601426262336758,0.1213429661473208,2.519000694731903,59.7351,1.0,0.6542,0.0793,0.1709,1.0,0.9847646358245472
1342.622,80.1348,0.255956,2.3740999,4.8213,FS 5,TAF,0.6204403523030209,2.250031166483233,0.102228666638768,0.0754056425455125,0.1335719255739207,0.0754056425455125,0.1335719255739207,2.559937995635932,59.7393,1.0,0.6313,0.0893,0.1777,1.0,0.8612805381653753
1342.7744,79.8104,0.253774,2.3419001,4.9412,FS 5,TAF,0.6161464275975995,2.168382456822163,0.0993158669912687,0.0862816132790579,0.1440453408663329,0.0862816132790579,0.1440453408663329,2.507157399187549,59.7435,1.0,0.6232,0.1036,0.1909,1.0,0.7937250488418625
